first_name,last_name,position,injury_status,week,game_date,slate,team,opp,spread,over_under,implied_team_score,salary,L5_dvp_rank,L5_fppg_avg,L10_fppg_avg,szn_fppg_avg,proj_points,value,ppg_actual,value_actual,player
George,Pickens,WR,,16,2025-12-21,Sat-Sun,DAL,LAC,-2.5,49.5,26.0,7300,1,19.4,18.6,18.9,14.8,2.03,,,George Pickens
Travis,Etienne Jr.,RB,,16,2025-12-21,Sat-Sun,JAX,DEN,3.5,46.5,21.5,7000,2,19.5,15.5,16.2,14.6,2.09,,,Travis Etienne Jr.
Justin,Jefferson,WR,,16,2025-12-21,Sat-Sun,MIN,NYG,-2.5,43.5,23.0,6000,29,5.9,10.4,12.0,14.4,2.41,,,Justin Jefferson
Quinn,Ewers,QB,,16,2025-12-21,Sat-Sun,MIA,CIN,3.5,47.5,22.0,4000,30,2.1,2.1,2.1,14.3,3.58,,,Quinn Ewers
Wan'Dale,Robinson,WR,,16,2025-12-21,Sat-Sun,NYG,MIN,2.5,43.5,20.5,6200,2,16.0,14.6,14.0,14.3,2.31,,,Wan'Dale Robinson
Michael,Wilson,WR,,16,2025-12-21,Sat-Sun,ARI,ATL,2.5,48.5,23.0,6900,23,24.9,16.0,12.5,14.2,2.06,,,Michael Wilson
Tetairoa,McMillan,WR,Q,16,2025-12-21,Sat-Sun,CAR,TB,2.5,45.5,21.5,5800,17,14.9,13.7,13.3,14.2,2.45,,,Tetairoa McMillan
Bucky,Irving,RB,,16,2025-12-21,Sat-Sun,TB,CAR,-2.5,45.5,24.0,6700,24,16.7,17.5,16.6,14.1,2.1,,,Bucky Irving
Rashee,Rice,WR,Q,16,2025-12-21,Sat-Sun,KC,TEN,-3.5,37.5,20.5,7400,27,17.2,18.5,19.1,14.1,1.91,,,Rashee Rice
Rico,Dowdle,RB,,16,2025-12-21,Sat-Sun,CAR,TB,2.5,45.5,21.5,6300,25,12.8,18.3,14.6,14.0,2.22,,,Rico Dowdle
TreVeyon,Henderson,RB,,16,2025-12-21,Sat-Sun,NE,BAL,2.5,48.5,23.0,6500,20,23.8,14.8,13.3,13.7,2.1,,,TreVeyon Henderson
DK,Metcalf,WR,,16,2025-12-21,Sat-Sun,PIT,DET,7.5,51.5,22.0,5400,31,14.0,12.3,13.2,13.5,2.51,,,DK Metcalf
Breece,Hall,RB,,16,2025-12-21,Sat-Sun,NYJ,NO,6.5,40.5,17.0,5900,18,9.8,13.9,13.5,13.5,2.28,,,Breece Hall
Woody,Marks,RB,Q,16,2025-12-21,Sat-Sun,HOU,LV,-14.5,37.5,26.0,6600,23,9.6,9.7,9.7,13.4,2.03,,,Woody Marks
Quinshon,Judkins,RB,,16,2025-12-21,Sat-Sun,CLE,BUF,10.5,41.5,15.5,6000,29,10.5,11.5,12.5,13.3,2.22,,,Quinshon Judkins
Courtland,Sutton,WR,,16,2025-12-21,Sat-Sun,DEN,JAX,-3.5,46.5,25.0,5700,20,14.4,13.0,14.0,13.2,2.31,,,Courtland Sutton
Brady,Cook,QB,,16,2025-12-21,Sat-Sun,NYJ,NO,6.5,40.5,17.0,4200,9,8.2,8.2,8.2,13.2,3.13,,,Brady Cook
Kyle,Pitts Sr.,TE,Q,16,2025-12-21,Sat-Sun,ATL,ARI,-2.5,48.5,25.5,5000,24,17.3,13.3,12.8,12.9,2.58,,,Kyle Pitts Sr.
Jakobi,Meyers,WR,,16,2025-12-21,Sat-Sun,JAX,DEN,3.5,46.5,21.5,5500,8,14.9,11.0,11.5,12.8,2.33,,,Jakobi Meyers
Ashton,Jeanty,RB,,16,2025-12-21,Sat-Sun,LV,HOU,14.5,37.5,11.5,5600,7,12.1,13.2,14.0,12.8,2.29,,,Ashton Jeanty
Cam,Ward,QB,,16,2025-12-21,Sat-Sun,TEN,KC,3.5,37.5,17.0,4400,12,14.3,12.3,11.1,12.8,2.91,,,Cam Ward
D'Andre,Swift,RB,Q,16,2025-12-20,Sat-Sun,CHI,GB,-1.5,46.5,24.0,5900,9,13.9,16.8,15.6,12.7,2.16,,,D'Andre Swift
Brock,Bowers,TE,,16,2025-12-21,Sat-Sun,LV,HOU,14.5,37.5,11.5,5600,9,14.3,15.0,15.3,12.7,2.28,,,Brock Bowers
Aaron,Jones Sr.,RB,,16,2025-12-21,Sat-Sun,MIN,NYG,-2.5,43.5,23.0,5200,31,8.5,9.3,9.3,12.7,2.45,,,Aaron Jones Sr.
Kenneth,Gainwell,RB,,16,2025-12-21,Sat-Sun,PIT,DET,7.5,51.5,22.0,5100,1,18.0,11.7,12.2,12.6,2.47,,,Kenneth Gainwell
Jaylen,Warren,RB,,16,2025-12-21,Sat-Sun,PIT,DET,7.5,51.5,22.0,6100,1,11.4,12.5,13.1,12.6,2.06,,,Jaylen Warren
Harold,Fannin Jr.,TE,,16,2025-12-21,Sat-Sun,CLE,BUF,10.5,41.5,15.5,4500,1,13.1,12.7,11.4,12.5,2.78,,,Harold Fannin Jr.
Jaylen,Waddle,WR,,16,2025-12-21,Sat-Sun,MIA,CIN,3.5,47.5,22.0,6800,4,11.5,13.7,13.2,12.5,1.83,,,Jaylen Waddle
Mike,Evans,WR,Q,16,2025-12-21,Sat-Sun,TB,CAR,-2.5,45.5,24.0,6300,13,11.2,17.8,11.2,12.4,1.97,,,Mike Evans
Tyrone,Tracy Jr.,RB,,16,2025-12-21,Sat-Sun,NYG,MIN,2.5,43.5,20.5,5700,15,14.2,10.2,9.7,12.3,2.17,,,Tyrone Tracy Jr.
Shedeur,Sanders,QB,,16,2025-12-21,Sat-Sun,CLE,BUF,10.5,41.5,15.5,4600,5,13.7,13.7,13.7,12.2,2.66,,,Shedeur Sanders
Michael,Carter,RB,,16,2025-12-21,Sat-Sun,ARI,ATL,2.5,48.5,23.0,5400,17,9.3,7.9,7.9,12.1,2.25,,,Michael Carter
Tee,Higgins,WR,Q,16,2025-12-21,Sat-Sun,CIN,MIA,-3.5,47.5,25.5,6600,7,19.6,15.1,14.3,12.0,1.82,,,Tee Higgins
Ladd,McConkey,WR,,16,2025-12-21,Sat-Sun,LAC,DAL,2.5,49.5,23.5,6100,32,9.6,13.5,12.0,11.9,1.95,,,Ladd McConkey
Christian,Watson,WR,Q,16,2025-12-20,Sat-Sun,GB,CHI,1.5,46.5,22.5,5200,21,15.9,10.9,13.3,11.6,2.23,,,Christian Watson
Tony,Pollard,RB,,16,2025-12-21,Sat-Sun,TEN,KC,3.5,37.5,17.0,5400,5,14.5,12.1,11.7,11.4,2.12,,,Tony Pollard
Stefon,Diggs,WR,,16,2025-12-21,Sat-Sun,NE,BAL,2.5,48.5,23.0,5600,22,10.7,12.4,11.9,11.3,2.01,,,Stefon Diggs
Geno,Smith,QB,,16,2025-12-21,Sat-Sun,LV,HOU,14.5,37.5,11.5,4300,1,11.3,11.7,13.1,11.3,2.63,,,Geno Smith
DJ,Moore,WR,,16,2025-12-20,Sat-Sun,CHI,GB,-1.5,46.5,24.0,5300,18,10.9,10.6,10.4,11.2,2.12,,,DJ Moore
Dalton,Schultz,TE,,16,2025-12-21,Sat-Sun,HOU,LV,-14.5,37.5,26.0,4200,4,10.4,11.8,10.5,11.2,2.66,,,Dalton Schultz
Travis,Kelce,TE,,16,2025-12-21,Sat-Sun,KC,TEN,-3.5,37.5,20.5,4700,20,12.8,14.0,12.8,11.2,2.38,,,Travis Kelce
Colston,Loveland,TE,,16,2025-12-20,Sat-Sun,CHI,GB,-1.5,46.5,24.0,3900,11,10.1,10.8,8.9,10.9,2.81,,,Colston Loveland
Jayden,Reed,WR,,16,2025-12-20,Sat-Sun,GB,CHI,1.5,46.5,22.5,5000,21,9.6,9.2,11.1,10.8,2.16,,,Jayden Reed
Omarion,Hampton,RB,,16,2025-12-21,Sat-Sun,LAC,DAL,2.5,49.5,23.5,5800,26,18.1,14.6,14.6,10.8,1.87,,,Omarion Hampton
Brian,Thomas Jr.,WR,,16,2025-12-21,Sat-Sun,JAX,DEN,3.5,46.5,21.5,5400,8,9.6,11.0,10.8,10.7,1.99,,,Brian Thomas Jr.
Keenan,Allen,WR,,16,2025-12-21,Sat-Sun,LAC,DAL,2.5,49.5,23.5,4800,32,6.8,9.8,11.6,10.3,2.14,,,Keenan Allen
Texans,,DST,,16,2025-12-21,Sat-Sun,HOU,LV,-14.5,37.5,26.0,4000,32,9.0,10.1,9.5,10.2,2.56,,,
Hunter,Henry,TE,,16,2025-12-21,Sat-Sun,NE,BAL,2.5,48.5,23.0,4300,6,10.4,8.8,10.1,10.1,2.34,,,Hunter Henry
Marvin,Harrison Jr.,WR,Q,16,2025-12-21,Sat-Sun,ARI,ATL,2.5,48.5,23.0,5600,23,12.6,12.5,12.5,10.0,1.79,,,Marvin Harrison Jr.
Khalil,Shakir,WR,,16,2025-12-21,Sat-Sun,BUF,CLE,-10.5,41.5,26.0,5100,6,8.9,10.7,11.0,10.0,1.97,,,Khalil Shakir
Jake,Ferguson,TE,,16,2025-12-21,Sat-Sun,DAL,LAC,-2.5,49.5,26.0,4400,7,9.3,11.4,12.6,9.9,2.24,,,Jake Ferguson
Jordan,Addison,WR,,16,2025-12-21,Sat-Sun,MIN,NYG,-2.5,43.5,23.0,5000,29,7.5,10.4,11.1,9.9,1.98,,,Jordan Addison
Mark,Andrews,TE,,16,2025-12-21,Sat-Sun,BAL,NE,-2.5,48.5,25.5,4000,29,6.4,7.6,8.3,9.7,2.42,,,Mark Andrews
Chris,Godwin Jr.,WR,,16,2025-12-21,Sat-Sun,TB,CAR,-2.5,45.5,24.0,5300,13,8.8,12.6,8.2,9.7,1.84,,,Chris Godwin Jr.
Olamide,Zaccheaus,WR,,16,2025-12-20,Sat-Sun,CHI,GB,-1.5,46.5,24.0,3500,18,3.1,6.1,6.1,9.5,2.73,,,Olamide Zaccheaus
Brenton,Strange,TE,,16,2025-12-21,Sat-Sun,JAX,DEN,3.5,46.5,21.5,3900,21,8.1,8.8,8.6,9.5,2.44,,,Brenton Strange
Juwan,Johnson,TE,,16,2025-12-21,Sat-Sun,NO,NYJ,-6.5,40.5,23.5,4000,17,10.7,9.5,10.2,9.5,2.37,,,Juwan Johnson
Chuba,Hubbard,RB,,16,2025-12-21,Sat-Sun,CAR,TB,2.5,45.5,21.5,4800,25,8.0,7.8,9.5,9.4,1.96,,,Chuba Hubbard
Emeka,Egbuka,WR,,16,2025-12-21,Sat-Sun,TB,CAR,-2.5,45.5,24.0,5900,13,7.5,11.9,13.8,9.4,1.6,,,Emeka Egbuka
Oronde,Gadsden II,TE,,16,2025-12-21,Sat-Sun,LAC,DAL,2.5,49.5,23.5,4100,14,5.2,10.4,9.8,9.4,2.29,,,Oronde Gadsden II
Adonai,Mitchell,WR,,16,2025-12-21,Sat-Sun,NYJ,NO,6.5,40.5,17.0,4500,9,11.2,7.1,6.1,9.4,2.08,,,Adonai Mitchell
Kyle,Monangai,RB,,16,2025-12-20,Sat-Sun,CHI,GB,-1.5,46.5,24.0,4900,9,11.1,11.5,9.1,9.2,1.87,,,Kyle Monangai
Mack,Hollins,WR,,16,2025-12-21,Sat-Sun,NE,BAL,2.5,48.5,23.0,3800,22,9.7,8.7,7.9,9.1,2.4,,,Mack Hollins
David,Montgomery,RB,,16,2025-12-21,Sat-Sun,DET,PIT,-7.5,51.5,29.5,5000,12,9.5,10.2,11.2,8.9,1.78,,,David Montgomery
Xavier,Worthy,WR,,16,2025-12-21,Sat-Sun,KC,TEN,-3.5,37.5,20.5,4400,27,8.2,8.7,8.6,8.9,2.03,,,Xavier Worthy
Jalen,Coker,WR,,16,2025-12-21,Sat-Sun,CAR,TB,2.5,45.5,21.5,4400,17,11.0,8.3,7.9,8.8,1.99,,,Jalen Coker
Chimere,Dike,WR,,16,2025-12-21,Sat-Sun,TEN,KC,3.5,37.5,17.0,4200,14,8.8,9.1,7.0,8.8,2.08,,,Chimere Dike
Rhamondre,Stevenson,RB,,16,2025-12-21,Sat-Sun,NE,BAL,2.5,48.5,23.0,5000,20,9.3,9.7,9.2,8.7,1.74,,,Rhamondre Stevenson
Jerry,Jeudy,WR,,16,2025-12-21,Sat-Sun,CLE,BUF,10.5,41.5,15.5,4300,12,7.1,7.2,7.4,8.7,2.03,,,Jerry Jeudy
Theo,Johnson,TE,,16,2025-12-21,Sat-Sun,NYG,MIN,2.5,43.5,20.5,3700,13,9.6,10.6,9.1,8.7,2.35,,,Theo Johnson
Quentin,Johnston,WR,Q,16,2025-12-21,Sat-Sun,LAC,DAL,2.5,49.5,23.5,4900,32,7.7,11.2,12.5,8.6,1.75,,,Quentin Johnston
John,Metchie III,WR,,16,2025-12-21,Sat-Sun,NYJ,NO,6.5,40.5,17.0,4000,9,10.4,6.4,6.5,8.6,2.15,,,John Metchie III
Tyjae,Spears,RB,,16,2025-12-21,Sat-Sun,TEN,KC,3.5,37.5,17.0,4900,5,7.1,7.9,7.9,8.6,1.75,,,Tyjae Spears
Kayshon,Boutte,WR,,16,2025-12-21,Sat-Sun,NE,BAL,2.5,48.5,23.0,4600,22,7.5,9.2,10.0,8.4,1.82,,,Kayshon Boutte
Dalton,Kincaid,TE,Q,16,2025-12-21,Sat-Sun,BUF,CLE,-10.5,41.5,26.0,4300,12,10.9,12.4,12.4,8.4,1.96,,,Dalton Kincaid
Kareem,Hunt,RB,,16,2025-12-21,Sat-Sun,KC,TEN,-3.5,37.5,20.5,5300,21,11.6,11.3,9.9,8.4,1.59,,,Kareem Hunt
Isiah,Pacheco,RB,,16,2025-12-21,Sat-Sun,KC,TEN,-3.5,37.5,20.5,4800,21,5.7,6.6,6.4,8.2,1.72,,,Isiah Pacheco
Bills,,DST,,16,2025-12-21,Sat-Sun,BUF,CLE,-10.5,41.5,26.0,3500,31,7.8,7.4,6.6,8.1,2.32,,,
Darren,Waller,TE,Q,16,2025-12-21,Sat-Sun,MIA,CIN,3.5,47.5,22.0,3500,32,12.6,11.4,13.5,8.1,2.33,,,Darren Waller
T.J.,Hockenson,TE,,16,2025-12-21,Sat-Sun,MIN,NYG,-2.5,43.5,23.0,3000,8,8.9,8.1,8.0,8.1,2.71,,,T.J. Hockenson
Kimani,Vidal,RB,,16,2025-12-21,Sat-Sun,LAC,DAL,2.5,49.5,23.5,5300,26,12.4,12.4,12.4,8.0,1.51,,,Kimani Vidal
Jordan,Mason,RB,,16,2025-12-21,Sat-Sun,MIN,NYG,-2.5,43.5,23.0,5200,31,6.9,7.0,8.7,8.0,1.54,,,Jordan Mason
Troy,Franklin,WR,,16,2025-12-21,Sat-Sun,DEN,JAX,-3.5,46.5,25.0,5200,20,11.3,11.7,11.6,7.8,1.49,,,Troy Franklin
Darius,Slayton,WR,,16,2025-12-21,Sat-Sun,NYG,MIN,2.5,43.5,20.5,4200,2,10.2,8.3,7.6,7.8,1.85,,,Darius Slayton
Jayden,Higgins,WR,,16,2025-12-21,Sat-Sun,HOU,LV,-14.5,37.5,26.0,4100,26,8.5,8.0,7.1,7.7,1.87,,,Jayden Higgins
Saints,,DST,,16,2025-12-21,Sat-Sun,NO,NYJ,-6.5,40.5,23.5,3400,26,7.2,6.5,5.7,7.6,2.23,,,
Chiefs,,DST,,16,2025-12-21,Sat-Sun,KC,TEN,-3.5,37.5,20.5,3300,28,3.0,4.9,5.4,7.6,2.32,,,
Tyler,Allgeier,RB,,16,2025-12-21,Sat-Sun,ATL,ARI,-2.5,48.5,25.5,4700,28,7.9,8.0,7.8,7.5,1.59,,,Tyler Allgeier
Romeo,Doubs,WR,,16,2025-12-20,Sat-Sun,GB,CHI,1.5,46.5,22.5,4700,21,6.2,8.2,9.8,7.4,1.58,,,Romeo Doubs
Darnell,Mooney,WR,,16,2025-12-21,Sat-Sun,ATL,ARI,-2.5,48.5,25.5,4000,16,7.1,5.5,5.6,7.3,1.82,,,Darnell Mooney
Isaiah,Likely,TE,,16,2025-12-21,Sat-Sun,BAL,NE,-2.5,48.5,25.5,3500,29,7.0,6.9,5.8,7.3,2.1,,,Isaiah Likely
Parker,Washington,WR,,16,2025-12-21,Sat-Sun,JAX,DEN,3.5,46.5,21.5,4600,8,10.4,10.0,10.0,7.3,1.58,,,Parker Washington
Samaje,Perine,RB,,16,2025-12-21,Sat-Sun,CIN,MIA,-3.5,47.5,25.5,4400,19,6.8,4.9,4.7,7.3,1.66,,,Samaje Perine
Ryan,Flournoy,WR,,16,2025-12-21,Sat-Sun,DAL,LAC,-2.5,49.5,26.0,3800,1,10.2,9.4,9.0,7.2,1.9,,,Ryan Flournoy
Devin,Singletary,RB,,16,2025-12-21,Sat-Sun,NYG,MIN,2.5,43.5,20.5,4700,15,10.9,7.0,5.4,7.2,1.54,,,Devin Singletary
Titans,,DST,,16,2025-12-21,Sat-Sun,TEN,KC,3.5,37.5,17.0,2500,11,4.2,5.8,5.0,7.2,2.87,,,
Vikings,,DST,,16,2025-12-21,Sat-Sun,MIN,NYG,-2.5,43.5,23.0,2800,21,6.6,4.9,6.6,7.1,2.54,,,
Falcons,,DST,,16,2025-12-21,Sat-Sun,ATL,ARI,-2.5,48.5,25.5,2700,25,5.6,6.1,6.4,7.0,2.59,,,
Broncos,,DST,,16,2025-12-21,Sat-Sun,DEN,JAX,-3.5,46.5,25.0,3200,14,8.8,8.0,8.1,7.0,2.18,,,
Cade,Otton,TE,Q,16,2025-12-21,Sat-Sun,TB,CAR,-2.5,45.5,24.0,3400,18,7.2,8.4,7.4,6.9,2.04,,,Cade Otton
Tre,Tucker,WR,,16,2025-12-21,Sat-Sun,LV,HOU,14.5,37.5,11.5,3900,3,6.0,7.4,10.0,6.9,1.77,,,Tre Tucker
Malik,Washington,WR,,16,2025-12-21,Sat-Sun,MIA,CIN,3.5,47.5,22.0,3800,4,5.9,7.0,6.7,6.9,1.81,,,Malik Washington
Rashod,Bateman,WR,,16,2025-12-21,Sat-Sun,BAL,NE,-2.5,48.5,25.5,3400,15,4.9,5.1,4.9,6.8,2.01,,,Rashod Bateman
Buccaneers,,DST,,16,2025-12-21,Sat-Sun,TB,CAR,-2.5,45.5,24.0,3000,22,3.2,6.3,6.1,6.8,2.27,,,
Mike,Gesicki,TE,,16,2025-12-21,Sat-Sun,CIN,MIA,-3.5,47.5,25.5,3600,30,7.5,6.3,5.4,6.8,1.9,,,Mike Gesicki
Giants,,DST,,16,2025-12-21,Sat-Sun,NYG,MIN,2.5,43.5,20.5,2600,30,2.6,2.6,2.8,6.8,2.62,,,
Elic,Ayomanor,WR,,16,2025-12-21,Sat-Sun,TEN,KC,3.5,37.5,17.0,3300,14,4.7,5.3,6.6,6.8,2.05,,,Elic Ayomanor
Audric,Estime,RB,,16,2025-12-21,Sat-Sun,NO,NYJ,-6.5,40.5,23.5,5000,30,6.8,5.0,4.6,6.7,1.34,,,Audric Estime
Xavier,Legette,WR,,16,2025-12-21,Sat-Sun,CAR,TB,2.5,45.5,21.5,3600,17,6.1,7.6,6.7,6.6,1.85,,,Xavier Legette
Evan,Engram,TE,,16,2025-12-21,Sat-Sun,DEN,JAX,-3.5,46.5,25.0,2900,25,5.9,6.9,6.4,6.6,2.28,,,Evan Engram
Gunnar,Helm,TE,Q,16,2025-12-21,Sat-Sun,TEN,KC,3.5,37.5,17.0,2900,5,8.6,7.4,6.3,6.5,2.23,,,Gunnar Helm
Darnell,Washington,TE,,16,2025-12-21,Sat-Sun,PIT,DET,7.5,51.5,22.0,2600,15,5.8,6.3,5.9,6.4,2.46,,,Darnell Washington
Chig,Okonkwo,TE,,16,2025-12-21,Sat-Sun,TEN,KC,3.5,37.5,17.0,3200,5,6.8,6.6,6.5,6.4,2.01,,,Chig Okonkwo
Ravens,,DST,,16,2025-12-21,Sat-Sun,BAL,NE,-2.5,48.5,25.5,2900,16,9.0,7.5,5.7,6.3,2.16,,,
Mason,Tipton,WR,Q,16,2025-12-21,Sat-Sun,NO,NYJ,-6.5,40.5,23.5,3200,11,2.5,2.6,2.5,6.2,1.94,,,Mason Tipton
Packers,,DST,,16,2025-12-20,Sat-Sun,GB,CHI,1.5,46.5,22.5,2800,7,6.4,5.7,5.5,6.1,2.19,,,
Lions,,DST,,16,2025-12-21,Sat-Sun,DET,PIT,-7.5,51.5,29.5,3100,15,2.8,4.7,5.9,6.1,1.98,,,
Cole,Kmet,TE,Q,16,2025-12-20,Sat-Sun,CHI,GB,-1.5,46.5,24.0,2900,11,6.9,4.9,5.1,6.0,2.07,,,Cole Kmet
Cowboys,,DST,,16,2025-12-21,Sat-Sun,DAL,LAC,-2.5,49.5,26.0,2900,24,3.2,5.1,3.9,5.9,2.03,,,
Pat,Freiermuth,TE,,16,2025-12-21,Sat-Sun,PIT,DET,7.5,51.5,22.0,2800,15,6.1,8.1,7.8,5.9,2.09,,,Pat Freiermuth
Jets,,DST,,16,2025-12-21,Sat-Sun,NYJ,NO,6.5,40.5,17.0,2100,27,2.0,3.8,3.6,5.8,2.74,,,
