first_name,last_name,position,injury_status,week,game_date,slate,team,opp,spread,over_under,implied_team_score,salary,L5_dvp_rank,L5_fppg_avg,L10_fppg_avg,szn_fppg_avg,proj_points,value,ownership_projection,player
Isaiah,Williams,WR,,18,2026-01-04,Sat-Sun,NYJ,BUF,7.5,37.5,15.0,3200,8,6.0,4.5,5.6,6.3,1.98,,Isaiah Williams
Omarion,Hampton,RB,,18,2026-01-04,Sat-Sun,LAC,DEN,12.5,37.5,12.5,6600,1,16.4,14.8,14.8,6.3,0.95,,Omarion Hampton
Colts,,DST,,18,2026-01-04,Sat-Sun,IND,HOU,10.5,39.5,14.5,2000,12,3.0,4.3,6.3,6.3,3.13,,
Darren,Waller,TE,,18,2026-01-04,Sat-Sun,MIA,NE,10.5,45.5,17.5,3600,29,10.2,11.3,12.5,6.3,1.76,,Darren Waller
Jordan,Mason,RB,Q,18,2026-01-04,Sat-Sun,MIN,GB,-7.5,35.5,21.5,5200,4,5.2,5.9,8.2,6.2,1.19,,Jordan Mason
Adam,Thielen,WR,,18,2026-01-04,Sat-Sun,PIT,BAL,3.5,41.5,19.0,3500,27,2.7,2.2,2.4,6.2,1.79,,Adam Thielen
Calvin,Austin III,WR,Q,18,2026-01-04,Sat-Sun,PIT,BAL,3.5,41.5,19.0,3200,27,2.7,3.9,5.5,6.2,1.94,,Calvin Austin III
Konata,Mumpfield,WR,,18,2026-01-04,Sat-Sun,LAR,ARI,-7.5,45.5,26.5,3200,14,2.6,3.2,3.2,6.1,1.9,,Konata Mumpfield
Isaiah,Hodgins,WR,,18,2026-01-04,Sat-Sun,NYG,DAL,3.5,51.5,24.0,3100,32,5.5,3.8,6.4,6.1,1.95,,Isaiah Hodgins
Jackson,Hawes,TE,,18,2026-01-04,Sat-Sun,BUF,NYJ,-7.5,37.5,22.5,2600,22,4.1,4.6,4.3,6.0,2.29,,Jackson Hawes
Browns,,DST,,18,2026-01-04,Sat-Sun,CLE,CIN,7.5,44.5,18.5,2400,26,4.6,7.9,6.9,6.0,2.5,,
KeAndre,Lambert-Smith,WR,,18,2026-01-04,Sat-Sun,LAC,DEN,12.5,37.5,12.5,3300,10,2.3,2.3,2.3,6.0,1.82,,KeAndre Lambert-Smith
Tank,Bigsby,RB,,18,2026-01-04,Sat-Sun,PHI,WAS,-4.5,38.5,21.5,5400,28,4.0,4.9,4.1,6.0,1.11,,Tank Bigsby
Marquez,Valdes-Scantling,WR,,18,2026-01-04,Sat-Sun,PIT,BAL,3.5,41.5,19.0,3100,27,3.3,3.4,2.6,6.0,1.93,,Marquez Valdes-Scantling
Saints,,DST,,18,2026-01-04,Sat-Sun,NO,ATL,3.5,45.5,21.0,2500,20,8.6,6.6,6.6,5.9,2.35,,
Mason,Tipton,WR,Q,18,2026-01-04,Sat-Sun,NO,ATL,3.5,45.5,21.0,3200,20,4.1,2.4,3.4,5.9,1.84,,Mason Tipton
Bears,,DST,,18,2026-01-04,Sat-Sun,CHI,DET,-2.5,50.5,26.5,2600,1,7.2,6.7,6.9,5.7,2.21,,
Mike,Gesicki,TE,,18,2026-01-04,Sat-Sun,CIN,CLE,-7.5,44.5,26.0,3300,13,9.3,6.1,6.1,5.7,1.73,,Mike Gesicki
Quentin,Johnston,WR,,18,2026-01-04,Sat-Sun,LAC,DEN,12.5,37.5,12.5,5400,10,9.3,12.0,13.4,5.6,1.03,,Quentin Johnston
DeMario,Douglas,WR,,18,2026-01-04,Sat-Sun,NE,MIA,-10.5,45.5,28.0,3800,9,4.1,7.6,6.6,5.6,1.48,,DeMario Douglas
Cowboys,,DST,,18,2026-01-04,Sat-Sun,DAL,NYG,-3.5,51.5,27.5,3300,23,1.2,4.3,3.6,5.6,1.7,,
Efton,Chism III,WR,,18,2026-01-04,Sat-Sun,NE,MIA,-10.5,45.5,28.0,3300,9,,,,5.5,1.68,,Efton Chism III
Raiders,,DST,,18,2026-01-04,Sat-Sun,LV,KC,5.5,36.5,15.5,2400,15,2.6,4.3,3.7,5.4,2.25,,
Matthew,Golden,WR,,18,2026-01-04,Sat-Sun,GB,MIN,7.5,35.5,14.0,3800,1,3.0,6.1,5.5,5.4,1.41,,Matthew Golden
49ers,,DST,,18,2026-01-03,Sat-Sun,SF,SEA,1.5,47.5,23.0,2900,11,7.6,4.7,4.9,5.4,1.87,,
Cam,Akers,RB,,18,2026-01-03,Sat-Sun,SEA,SF,-1.5,47.5,24.5,4000,17,6.6,6.0,,5.4,1.36,,Cam Akers
Ryan,Flournoy,WR,Q,18,2026-01-04,Sat-Sun,DAL,NYG,-3.5,51.5,27.5,3800,26,10.7,10.0,9.0,5.3,1.39,,Ryan Flournoy
Lions,,DST,,18,2026-01-04,Sat-Sun,DET,CHI,2.5,50.5,24.0,2700,5,3.2,4.1,5.7,5.2,1.92,,
Chargers,,DST,,18,2026-01-04,Sat-Sun,LAC,DEN,12.5,37.5,12.5,2100,8,7.0,7.1,6.5,5.2,2.46,,
Jets,,DST,,18,2026-01-04,Sat-Sun,NYJ,BUF,7.5,37.5,15.0,2000,7,2.6,4.5,3.6,5.1,2.54,,
Ladd,McConkey,WR,,18,2026-01-04,Sat-Sun,LAC,DEN,12.5,37.5,12.5,5900,10,7.7,13.5,12.2,5.1,0.86,,Ladd McConkey
Xavier,Smith,WR,,18,2026-01-04,Sat-Sun,LAR,ARI,-7.5,45.5,26.5,3000,14,4.9,3.6,4.5,5.1,1.71,,Xavier Smith
Malachi,Corley,WR,,18,2026-01-04,Sat-Sun,CLE,CIN,7.5,44.5,18.5,3000,4,2.1,2.4,2.4,5.0,1.67,,Malachi Corley
Terrance,Ferguson,TE,,18,2026-01-04,Sat-Sun,LAR,ARI,-7.5,45.5,26.5,2700,24,2.8,3.9,3.9,5.0,1.84,,Terrance Ferguson
Savion,Williams,WR,Q,18,2026-01-04,Sat-Sun,GB,MIN,7.5,35.5,14.0,3000,1,1.9,2.5,2.4,5.0,1.68,,Savion Williams
D'Ernest,Johnson,RB,,18,2026-01-04,Sat-Sun,NE,MIA,-10.5,45.5,28.0,4600,25,1.5,1.3,0.2,5.0,1.09,,D'Ernest Johnson
Giants,,DST,,18,2026-01-04,Sat-Sun,NYG,DAL,3.5,51.5,24.0,2300,3,5.6,4.0,3.6,5.0,2.2,,
Commanders,,DST,,18,2026-01-04,Sat-Sun,WAS,PHI,4.5,38.5,17.0,2300,9,4.4,2.8,4.3,5.0,2.19,,
Keon,Coleman,WR,,18,2026-01-04,Sat-Sun,BUF,NYJ,-7.5,37.5,22.5,3200,15,7.2,6.9,8.9,4.9,1.52,,Keon Coleman
Andrei,Iosivas,WR,,18,2026-01-04,Sat-Sun,CIN,CLE,-7.5,44.5,26.0,3500,3,5.5,6.0,6.1,4.9,1.41,,Andrei Iosivas
Jawhar,Jordan,RB,,18,2026-01-04,Sat-Sun,HOU,IND,-10.5,39.5,25.0,4300,13,14.4,14.4,14.4,4.9,1.13,,Jawhar Jordan
Cardinals,,DST,,18,2026-01-04,Sat-Sun,ARI,LAR,7.5,45.5,19.0,2200,2,4.4,4.2,5.1,4.9,2.22,,
Jalen,Nailor,WR,,18,2026-01-04,Sat-Sun,MIN,GB,-7.5,35.5,21.5,3300,18,5.1,6.3,6.4,4.9,1.49,,Jalen Nailor
Kyle,Williams,WR,,18,2026-01-04,Sat-Sun,NE,MIA,-10.5,45.5,28.0,4300,9,8.0,4.2,4.0,4.9,1.14,,Kyle Williams
James,Proche II,WR,,18,2026-01-04,Sat-Sun,TEN,JAX,12.5,47.5,17.5,3000,21,1.9,1.2,2.4,4.8,1.61,,James Proche II
Dolphins,,DST,,18,2026-01-04,Sat-Sun,MIA,NE,10.5,45.5,17.5,2200,16,7.2,6.1,5.7,4.8,2.2,,
Jaydon,Blue,RB,,18,2026-01-04,Sat-Sun,DAL,NYG,-3.5,51.5,27.5,4300,31,2.0,2.0,2.0,4.8,1.11,,Jaydon Blue
Rasheen,Ali,RB,,18,2026-01-04,Sat-Sun,BAL,PIT,-3.5,41.5,22.5,4200,12,4.2,2.5,3.6,4.8,1.14,,Rasheen Ali
Khalil,Herbert,RB,,18,2026-01-04,Sat-Sun,NYJ,BUF,7.5,37.5,15.0,4200,29,3.7,2.2,0.5,4.7,1.11,,Khalil Herbert
Christian,Watson,WR,,18,2026-01-04,Sat-Sun,GB,MIN,7.5,35.5,14.0,5200,1,12.5,11.0,12.2,4.7,0.91,,Christian Watson
Bhayshul,Tuten,RB,Q,18,2026-01-04,Sat-Sun,JAX,TEN,-12.5,47.5,30.0,5100,19,6.6,5.4,5.8,4.6,0.9,,Bhayshul Tuten
KaVontae,Turpin,WR,,18,2026-01-04,Sat-Sun,DAL,NYG,-3.5,51.5,27.5,3700,26,5.2,4.0,5.3,4.6,1.23,,KaVontae Turpin
Hunter,Luepke,RB,,18,2026-01-04,Sat-Sun,DAL,NYG,-3.5,51.5,27.5,4000,31,3.3,3.1,3.2,4.6,1.16,,Hunter Luepke
Jeremy,McNichols,RB,,18,2026-01-04,Sat-Sun,WAS,PHI,4.5,38.5,17.0,4300,23,3.7,4.7,4.8,4.6,1.06,,Jeremy McNichols
Cole,Kmet,TE,,18,2026-01-04,Sat-Sun,CHI,DET,-2.5,50.5,26.5,2900,17,5.7,4.5,5.0,4.5,1.55,,Cole Kmet
Ronnie,Rivers,RB,,18,2026-01-04,Sat-Sun,LAR,ARI,-7.5,45.5,26.5,4200,30,3.4,1.7,4.1,4.5,1.07,,Ronnie Rivers
Xavier,Weaver,WR,,18,2026-01-04,Sat-Sun,ARI,LAR,7.5,45.5,19.0,3100,28,1.9,1.3,1.9,4.5,1.44,,Xavier Weaver
Greg,Dulcich,TE,,18,2026-01-04,Sat-Sun,MIA,NE,10.5,45.5,17.5,2600,29,5.7,4.2,5.9,4.5,1.75,,Greg Dulcich
Taysom,Hill,TE,,18,2026-01-04,Sat-Sun,NO,ATL,3.5,45.5,21.0,2700,3,4.0,3.6,3.3,4.4,1.63,,Taysom Hill
Blake,Corum,RB,Q,18,2026-01-04,Sat-Sun,LAR,ARI,-7.5,45.5,26.5,5700,30,14.4,9.2,7.7,4.4,0.77,,Blake Corum
Darius,Cooper,WR,,18,2026-01-04,Sat-Sun,PHI,WAS,-4.5,38.5,21.5,3300,25,3.5,3.5,3.5,4.4,1.33,,Darius Cooper
Ben,Sinnott,TE,,18,2026-01-04,Sat-Sun,WAS,PHI,4.5,38.5,17.0,2900,2,3.7,2.4,3.4,4.4,1.52,,Ben Sinnott
Mason,Taylor,TE,Q,18,2026-01-04,Sat-Sun,NYJ,BUF,7.5,37.5,15.0,3000,1,5.5,7.9,6.8,4.3,1.43,,Mason Taylor
Trayveon,Williams,RB,,18,2026-01-04,Sat-Sun,CLE,CIN,7.5,44.5,18.5,4200,32,2.6,1.3,4.4,4.3,1.04,,Trayveon Williams
Cedric,Tillman,WR,,18,2026-01-04,Sat-Sun,CLE,CIN,7.5,44.5,18.5,3100,4,3.0,5.2,5.2,4.3,1.38,,Cedric Tillman
Jaleel,McLaughlin,RB,,18,2026-01-04,Sat-Sun,DEN,LAC,-12.5,37.5,25.0,4300,7,4.1,4.4,3.4,4.3,1.01,,Jaleel McLaughlin
Isaiah,Bond,WR,,18,2026-01-04,Sat-Sun,CLE,CIN,7.5,44.5,18.5,3000,4,4.9,4.2,3.8,4.2,1.38,,Isaiah Bond
Jayden,Reed,WR,,18,2026-01-04,Sat-Sun,GB,MIN,7.5,35.5,14.0,4300,1,9.8,7.9,10.1,4.2,0.97,,Jayden Reed
Trey,Sermon,RB,,18,2026-01-04,Sat-Sun,PIT,BAL,3.5,41.5,19.0,4000,20,1.8,1.7,,4.2,1.04,,Trey Sermon
Joshua,Palmer,WR,,18,2026-01-04,Sat-Sun,BUF,NYJ,-7.5,37.5,22.5,3400,15,3.9,4.9,4.9,4.1,1.2,,Joshua Palmer
Keenan,Allen,WR,,18,2026-01-04,Sat-Sun,LAC,DEN,12.5,37.5,12.5,4600,10,7.9,9.7,11.5,4.1,0.89,,Keenan Allen
Jaylen,Wright,RB,,18,2026-01-04,Sat-Sun,MIA,NE,10.5,45.5,17.5,4200,6,7.2,4.2,5.9,4.1,0.98,,Jaylen Wright
Dawson,Knox,TE,,18,2026-01-04,Sat-Sun,BUF,NYJ,-7.5,37.5,22.5,3600,22,9.7,7.4,6.1,4.0,1.1,,Dawson Knox
Romeo,Doubs,WR,,18,2026-01-04,Sat-Sun,GB,MIN,7.5,35.5,14.0,4700,1,8.3,9.1,10.4,4.0,0.86,,Romeo Doubs
Jahan,Dotson,WR,,18,2026-01-04,Sat-Sun,PHI,WAS,-4.5,38.5,21.5,3800,25,2.8,3.3,3.6,4.0,1.05,,Jahan Dotson
Lil'Jordan,Humphrey,WR,,18,2026-01-04,Sat-Sun,DEN,LAC,-12.5,37.5,25.0,3400,6,4.2,3.5,5.1,3.9,1.14,,Lil'Jordan Humphrey
Elijah,Higgins,TE,,18,2026-01-04,Sat-Sun,ARI,LAR,7.5,45.5,19.0,2500,19,4.8,4.4,4.1,3.9,1.54,,Elijah Higgins
Josh,Whyle,TE,,18,2026-01-04,Sat-Sun,GB,MIN,7.5,35.5,14.0,2500,9,4.3,4.2,2.9,3.9,1.58,,Josh Whyle
Will,Shipley,RB,,18,2026-01-04,Sat-Sun,PHI,WAS,-4.5,38.5,21.5,4400,28,1.9,1.5,1.7,3.9,0.88,,Will Shipley
Kaleb,Johnson,RB,,18,2026-01-04,Sat-Sun,PIT,BAL,3.5,41.5,19.0,4000,20,0.6,0.9,0.9,3.9,0.97,,Kaleb Johnson
Brandin,Cooks,WR,,18,2026-01-04,Sat-Sun,BUF,NYJ,-7.5,37.5,22.5,3500,15,2.2,2.8,3.2,3.8,1.09,,Brandin Cooks
Davis,Allen,TE,,18,2026-01-04,Sat-Sun,LAR,ARI,-7.5,45.5,26.5,2500,24,4.3,4.4,4.5,3.8,1.54,,Davis Allen
Gabe,Davis,WR,,18,2026-01-04,Sat-Sun,BUF,NYJ,-7.5,37.5,22.5,3300,15,3.4,5.0,4.0,3.7,1.12,,Gabe Davis
Titans,,DST,,18,2026-01-04,Sat-Sun,TEN,JAX,12.5,47.5,17.5,2100,13,5.2,5.9,5.3,3.7,1.78,,
Brashard,Smith,RB,,18,2026-01-04,Sat-Sun,KC,LV,-5.5,36.5,21.0,4200,22,2.3,3.8,3.5,3.7,0.89,,Brashard Smith
Patrick,Ricard,RB,,18,2026-01-04,Sat-Sun,BAL,PIT,-3.5,41.5,22.5,4000,12,0.5,0.3,0.2,3.7,0.91,,Patrick Ricard
Jonathan,Ward,RB,,18,2026-01-04,Sat-Sun,BAL,PIT,-3.5,41.5,22.5,4000,12,0.4,0.3,,3.7,0.91,,Jonathan Ward
David,Sills V,WR,,18,2026-01-04,Sat-Sun,ATL,NO,-3.5,45.5,24.5,3400,5,6.6,4.0,4.0,3.6,1.05,,David Sills V
Kene,Nwangwu,RB,,18,2026-01-04,Sat-Sun,NYJ,BUF,7.5,37.5,15.0,4000,29,0.0,0.1,,3.6,0.9,,Kene Nwangwu
Oronde,Gadsden II,TE,,18,2026-01-04,Sat-Sun,LAC,DEN,12.5,37.5,12.5,3700,20,4.7,10.3,9.2,3.6,0.97,,Oronde Gadsden II
Luke,Musgrave,TE,,18,2026-01-04,Sat-Sun,GB,MIN,7.5,35.5,14.0,2800,9,5.0,4.1,3.8,3.6,1.29,,Luke Musgrave
