first_name,last_name,position,injury_status,week,game_date,slate,team,opp,spread,over_under,implied_team_score,salary,L5_dvp_rank,L5_fppg_avg,L10_fppg_avg,szn_fppg_avg,proj_points,value,ppg_actual,value_actual,player
Zavier,Scott,RB,,15,2025-12-14,Thu-Mon,MIN,DAL,5.5,47.5,21.0,4000,23,2.6,5.0,5.0,1.8,0.44,,,Zavier Scott
Kendrick,Bourne,WR,,15,2025-12-14,Thu-Mon,SF,TEN,-12.5,44.5,28.5,3800,23,3.8,8.5,8.5,1.8,0.48,,,Kendrick Bourne
Cade,Stover,TE,,15,2025-12-14,Thu-Mon,HOU,ARI,-9.5,42.5,26.0,2500,23,3.4,3.6,3.4,1.7,0.68,,,Cade Stover
Kalif,Raymond,WR,Q,15,2025-12-14,Thu-Mon,DET,LAR,5.5,55.5,25.0,3400,19,5.9,4.7,4.7,1.7,0.5,,,Kalif Raymond
Ian,Thomas,TE,Q,15,2025-12-14,Thu-Mon,LV,PHI,11.5,38.5,13.5,2500,3,3.6,2.6,3.5,1.7,0.68,,,Ian Thomas
Deven,Thompkins,WR,,15,2025-12-11,Thu-Mon,ATL,TB,4.5,43.5,19.5,3000,18,1.8,1.3,3.1,1.7,0.58,,,Deven Thompkins
Jeremy,Ruckert,TE,,15,2025-12-14,Thu-Mon,NYJ,JAX,13.5,41.5,14.0,2500,30,3.6,3.9,3.9,1.6,0.65,,,Jeremy Ruckert
Will,Dissly,TE,,15,2025-12-14,Thu-Mon,LAC,KC,4.5,41.5,18.5,2500,6,1.9,3.6,1.9,1.6,0.65,,,Will Dissly
Mitchell,Evans,TE,,15,2025-12-14,Thu-Mon,CAR,NO,-2.5,40.5,21.5,2500,12,2.8,4.0,4.0,1.6,0.62,,,Mitchell Evans
James,Proche II,WR,,15,2025-12-14,Thu-Mon,TEN,SF,12.5,44.5,16.0,3000,22,1.9,1.4,3.2,1.6,0.53,,,James Proche II
Hunter,Long,TE,,15,2025-12-14,Thu-Mon,JAX,NYJ,-13.5,41.5,27.5,2500,18,4.3,3.5,4.6,1.5,0.59,,,Hunter Long
Konata,Mumpfield,WR,,15,2025-12-14,Thu-Mon,LAR,DET,-5.5,55.5,30.5,3000,27,3.0,3.0,3.0,1.5,0.51,,,Konata Mumpfield
Will,Shipley,RB,,15,2025-12-14,Thu-Mon,PHI,LV,-11.5,38.5,25.0,4100,24,2.1,2.8,1.8,1.5,0.37,,,Will Shipley
Julian,Hill,TE,,15,2025-12-15,Thu-Mon,MIA,PIT,3.5,41.5,19.0,2500,27,3.2,2.0,2.9,1.5,0.6,,,Julian Hill
Drew,Sample,TE,,15,2025-12-14,Thu-Mon,CIN,BAL,2.5,52.5,25.0,2500,7,3.1,2.6,2.4,1.4,0.55,,,Drew Sample
Kyle,Williams,WR,,15,2025-12-14,Thu-Mon,NE,BUF,0.5,49.5,24.5,3000,15,5.5,3.1,3.1,1.4,0.48,,,Kyle Williams
Sterling,Shepard,WR,,15,2025-12-11,Thu-Mon,TB,ATL,-4.5,43.5,24.0,3300,21,4.7,5.7,6.4,1.4,0.44,,,Sterling Shepard
Luke,Schoonmaker,TE,,15,2025-12-14,Thu-Mon,DAL,MIN,-5.5,47.5,26.5,2500,14,2.0,1.5,1.5,1.3,0.5,,,Luke Schoonmaker
Ray,Davis,RB,,15,2025-12-14,Thu-Mon,BUF,NE,-0.5,49.5,25.0,4000,3,3.7,2.3,2.5,1.3,0.34,,,Ray Davis
Cody,White,WR,,15,2025-12-14,Thu-Mon,SEA,IND,-13.5,42.5,28.0,3000,30,3.6,3.4,6.0,1.2,0.39,,,Cody White
Luke,Farrell,TE,,15,2025-12-14,Thu-Mon,SF,TEN,-12.5,44.5,28.5,2500,17,3.0,3.2,3.4,1.2,0.48,,,Luke Farrell
Jalen,McMillan,WR,Q,15,2025-12-11,Thu-Mon,TB,ATL,-4.5,43.5,24.0,4000,21,16.7,12.7,,1.2,0.31,,,Jalen McMillan
Malachi,Corley,WR,Q,15,2025-12-14,Thu-Mon,CLE,CHI,7.5,39.5,16.0,3000,26,1.7,1.7,2.0,1.1,0.38,,,Malachi Corley
Mitch,Tinsley,WR,,15,2025-12-14,Thu-Mon,CIN,BAL,2.5,52.5,25.0,3100,24,4.1,3.6,4.8,1.1,0.35,,,Mitch Tinsley
Hunter,Luepke,RB,,15,2025-12-14,Thu-Mon,DAL,MIN,-5.5,47.5,26.5,4000,12,3.8,2.4,3.1,1.1,0.26,,,Hunter Luepke
Jonathan,Mingo,WR,,15,2025-12-14,Thu-Mon,DAL,MIN,-5.5,47.5,26.5,3000,1,1.3,1.0,,1.1,0.36,,,Jonathan Mingo
Tom,Kennedy,WR,,15,2025-12-14,Thu-Mon,DET,LAR,5.5,55.5,25.0,3000,19,1.5,2.1,7.6,1.1,0.38,,,Tom Kennedy
Jackson,Hawes,TE,,15,2025-12-14,Thu-Mon,BUF,NE,-0.5,49.5,25.0,2500,26,5.3,4.5,4.5,1.1,0.46,,,Jackson Hawes
Alec,Ingold,RB,,15,2025-12-15,Thu-Mon,MIA,PIT,3.5,41.5,19.0,4000,11,1.7,1.4,1.6,1.1,0.27,,,Alec Ingold
Charlie,Woerner,TE,,15,2025-12-11,Thu-Mon,ATL,TB,4.5,43.5,19.5,2500,13,1.7,1.6,2.1,1.1,0.44,,,Charlie Woerner
Dyami,Brown,WR,,15,2025-12-14,Thu-Mon,JAX,NYJ,-13.5,41.5,27.5,3000,10,3.4,5.6,5.5,1.0,0.33,,,Dyami Brown
Lil'Jordan,Humphrey,WR,,15,2025-12-14,Thu-Mon,DEN,GB,2.5,42.5,20.0,3000,12,3.0,2.0,3.8,0.9,0.31,,,Lil'Jordan Humphrey
Gunner,Olszewski,WR,Q,15,2025-12-14,Thu-Mon,NYG,WAS,-2.5,47.5,25.0,3000,25,1.7,0.8,2.8,0.9,0.3,,,Gunner Olszewski
Grant,Calcaterra,TE,,15,2025-12-14,Thu-Mon,PHI,LV,-11.5,38.5,25.0,2500,4,2.0,1.4,2.0,0.9,0.35,,,Grant Calcaterra
Cedrick,Wilson Jr.,WR,,15,2025-12-15,Thu-Mon,MIA,PIT,3.5,41.5,19.0,3000,31,3.1,2.8,1.8,0.9,0.29,,,Cedrick Wilson Jr.
Dee,Eskridge,WR,,15,2025-12-15,Thu-Mon,MIA,PIT,3.5,41.5,19.0,3000,31,1.8,1.3,1.8,0.9,0.31,,,Dee Eskridge
Ameer,Abdullah,RB,,15,2025-12-14,Thu-Mon,IND,SEA,13.5,42.5,14.5,4000,6,1.6,6.1,2.6,0.9,0.24,,,Ameer Abdullah
Tai,Felton,WR,,15,2025-12-14,Thu-Mon,MIN,DAL,5.5,47.5,21.0,3000,32,2.0,2.0,2.0,0.8,0.27,,,Tai Felton
Brycen,Tremayne,WR,,15,2025-12-14,Thu-Mon,CAR,NO,-2.5,40.5,21.5,3000,9,3.5,3.3,4.2,0.8,0.26,,,Brycen Tremayne
Mo,Alie-Cox,TE,,15,2025-12-14,Thu-Mon,IND,SEA,13.5,42.5,14.5,2500,31,0.7,1.1,1.4,0.8,0.32,,,Mo Alie-Cox
Durham,Smythe,TE,,15,2025-12-14,Thu-Mon,CHI,CLE,-7.5,39.5,23.5,2500,11,0.9,1.1,1.5,0.7,0.27,,,Durham Smythe
Dante,Pettis,WR,,15,2025-12-14,Thu-Mon,NO,CAR,2.5,40.5,19.0,3000,11,5.4,3.8,2.4,0.7,0.23,,,Dante Pettis
Trevor,Etienne,RB,,15,2025-12-14,Thu-Mon,CAR,NO,-2.5,40.5,21.5,4000,19,1.8,1.4,1.4,0.7,0.17,,,Trevor Etienne
Julius,Chestnut,RB,,15,2025-12-14,Thu-Mon,TEN,SF,12.5,44.5,16.0,4000,16,0.7,0.7,0.7,0.7,0.18,,,Julius Chestnut
Kameron,Johnson,WR,,15,2025-12-11,Thu-Mon,TB,ATL,-4.5,43.5,24.0,3000,21,3.7,2.1,4.4,0.7,0.22,,,Kameron Johnson
Blake,Whiteheart,TE,,15,2025-12-14,Thu-Mon,CLE,CHI,7.5,39.5,16.0,2500,19,0.7,0.5,0.6,0.6,0.24,,,Blake Whiteheart
Brevyn,Spann-Ford,TE,,15,2025-12-14,Thu-Mon,DAL,MIN,-5.5,47.5,26.5,2500,14,2.6,1.4,2.2,0.6,0.22,,,Brevyn Spann-Ford
Adam,Prentice,RB,,15,2025-12-14,Thu-Mon,DEN,GB,2.5,42.5,20.0,4000,9,2.5,1.6,1.6,0.6,0.15,,,Adam Prentice
Terrell,Jennings,RB,Q,15,2025-12-14,Thu-Mon,NE,BUF,0.5,49.5,24.5,4000,27,3.0,2.3,3.0,0.6,0.16,,,Terrell Jennings
Ben,Skowronek,WR,,15,2025-12-15,Thu-Mon,PIT,MIA,-3.5,41.5,22.5,3000,8,1.5,2.4,2.8,0.6,0.19,,,Ben Skowronek
Skyy,Moore,WR,,15,2025-12-14,Thu-Mon,SF,TEN,-12.5,44.5,28.5,3000,23,1.7,1.1,1.5,0.6,0.19,,,Skyy Moore
Raheim,Sanders,RB,,15,2025-12-14,Thu-Mon,CLE,CHI,7.5,39.5,16.0,4000,15,6.3,6.3,6.3,0.5,0.12,,,Raheim Sanders
Josiah,Deguara,TE,,15,2025-12-14,Thu-Mon,ARI,HOU,9.5,42.5,16.5,2500,5,0.6,0.3,0.8,0.5,0.21,,,Josiah Deguara
Quintin,Morris,TE,,15,2025-12-14,Thu-Mon,JAX,NYJ,-13.5,41.5,27.5,2500,18,0.9,1.2,2.3,0.5,0.21,,,Quintin Morris
Derius,Davis,WR,Q,15,2025-12-14,Thu-Mon,LAC,KC,4.5,41.5,18.5,3000,13,0.4,2.7,0.2,0.5,0.17,,,Derius Davis
Dylan,Laube,RB,,15,2025-12-14,Thu-Mon,LV,PHI,11.5,38.5,13.5,4000,25,1.1,0.5,1.8,0.5,0.12,,,Dylan Laube
Robbie,Ouzts,RB,,15,2025-12-14,Thu-Mon,SEA,IND,-13.5,42.5,28.0,4000,13,,,,0.5,0.13,,,Robbie Ouzts
Devin,Duvernay,WR,,15,2025-12-14,Thu-Mon,CHI,CLE,-7.5,39.5,23.5,3000,4,1.5,2.2,2.3,0.4,0.13,,,Devin Duvernay
Charlie,Jones,WR,,15,2025-12-14,Thu-Mon,CIN,BAL,2.5,52.5,25.0,3000,24,0.0,1.0,0.0,0.4,0.12,,,Charlie Jones
Tahj,Brooks,RB,,15,2025-12-14,Thu-Mon,CIN,BAL,2.5,52.5,25.0,4000,20,0.7,0.7,0.7,0.4,0.09,,,Tahj Brooks
Eric,Gray,RB,,15,2025-12-14,Thu-Mon,NYG,WAS,-2.5,47.5,25.0,4000,28,0.6,0.7,,0.4,0.11,,,Eric Gray
Kylen,Granson,TE,,15,2025-12-14,Thu-Mon,PHI,LV,-11.5,38.5,25.0,2500,4,2.4,2.1,1.3,0.4,0.18,,,Kylen Granson
Darius,Cooper,WR,,15,2025-12-14,Thu-Mon,PHI,LV,-11.5,38.5,25.0,3000,28,2.8,2.8,2.8,0.4,0.14,,,Darius Cooper
Tyler,Goodson,RB,,15,2025-12-14,Thu-Mon,IND,SEA,13.5,42.5,14.5,4000,6,0.8,0.8,0.8,0.4,0.11,,,Tyler Goodson
Drew,Ogletree,TE,,15,2025-12-14,Thu-Mon,IND,SEA,13.5,42.5,14.5,2500,31,2.7,1.9,3.5,0.4,0.17,,,Drew Ogletree
Kalel,Mullings,RB,,15,2025-12-14,Thu-Mon,TEN,SF,12.5,44.5,16.0,4000,16,,,,0.4,0.09,,,Kalel Mullings
Andrew,Beck,RB,,15,2025-12-14,Thu-Mon,NYJ,JAX,13.5,41.5,14.0,4000,5,3.1,1.5,3.1,0.3,0.06,,,Andrew Beck
Sione,Vaki,RB,,15,2025-12-14,Thu-Mon,DET,LAR,5.5,55.5,25.0,4000,4,0.9,0.5,0.4,0.3,0.09,,,Sione Vaki
Jake,Tonges,TE,,15,2025-12-14,Thu-Mon,SF,TEN,-12.5,44.5,28.5,2500,17,11.0,7.3,10.4,0.3,0.14,,,Jake Tonges
Patrick,Ricard,RB,,15,2025-12-14,Thu-Mon,BAL,CIN,-2.5,52.5,27.5,4000,32,0.5,0.3,0.2,0.2,0.04,,,Patrick Ricard
C.J.,Ham,RB,,15,2025-12-14,Thu-Mon,MIN,DAL,5.5,47.5,21.0,4000,23,1.7,0.9,1.5,0.2,0.04,,,C.J. Ham
Nick,Vannett,TE,,15,2025-12-14,Thu-Mon,LAR,DET,-5.5,55.5,30.5,2500,9,3.1,3.0,,0.2,0.09,,,Nick Vannett
Ronnie,Rivers,RB,,15,2025-12-14,Thu-Mon,LAR,DET,-5.5,55.5,30.5,4000,1,3.4,1.7,4.1,0.2,0.04,,,Ronnie Rivers
Jack,Westover,RB,,15,2025-12-14,Thu-Mon,NE,BUF,0.5,49.5,24.5,4000,27,0.0,0.0,0.0,0.2,0.04,,,Jack Westover
Jack,Stoll,TE,,15,2025-12-14,Thu-Mon,NO,CAR,2.5,40.5,19.0,2500,21,0.7,1.4,2.3,0.2,0.09,,,Jack Stoll
Isaac,Guerendo,RB,,15,2025-12-14,Thu-Mon,SF,TEN,-12.5,44.5,28.5,4000,22,12.3,8.2,,0.2,0.05,,,Isaac Guerendo
Pharaoh,Brown,TE,,15,2025-12-14,Thu-Mon,ARI,HOU,9.5,42.5,16.5,2500,5,0.9,0.9,,0.1,0.05,,,Pharaoh Brown
Scott,Matlock,RB,,15,2025-12-14,Thu-Mon,LAC,KC,4.5,41.5,18.5,4000,7,1.7,1.7,4.2,0.1,0.03,,,Scott Matlock
Deshaun,Watson,QB,O,15,2025-12-14,Thu-Mon,CLE,CHI,7.5,39.5,16.0,4000,25,10.5,11.6,,0.0,0.0,,,Deshaun Watson
Erick,All Jr.,TE,O,15,2025-12-14,Thu-Mon,CIN,BAL,2.5,52.5,25.0,2500,7,3.1,4.0,,0.0,0.0,,,Erick All Jr.
Gavin,Bartholomew,TE,O,15,2025-12-14,Thu-Mon,MIN,DAL,5.5,47.5,21.0,2500,20,,,,0.0,0.0,,,Gavin Bartholomew
Joe,Mixon,RB,O,15,2025-12-14,Thu-Mon,HOU,ARI,-9.5,42.5,26.0,4800,29,11.3,15.7,,0.0,0.0,,,Joe Mixon
Tank,Dell,WR,O,15,2025-12-14,Thu-Mon,HOU,ARI,-9.5,42.5,26.0,3000,17,10.2,11.3,,0.0,0.0,,,Tank Dell
Irvin,Charles,WR,O,15,2025-12-14,Thu-Mon,NYJ,JAX,13.5,41.5,14.0,3000,20,0.0,0.0,,0.0,0.0,,,Irvin Charles
Jonathon,Brooks,RB,O,15,2025-12-14,Thu-Mon,CAR,NO,-2.5,40.5,21.5,4000,19,2.5,2.5,,0.0,0.0,,,Jonathon Brooks
Zach,Ertz,TE,O,15,2025-12-14,Thu-Mon,WAS,NYG,2.5,47.5,22.5,2500,10,10.4,9.3,10.0,0.0,0.0,,,Zach Ertz
Brandon,Aiyuk,WR,O,15,2025-12-14,Thu-Mon,SF,TEN,-12.5,44.5,28.5,4600,23,10.5,9.5,,0.0,0.0,,,Brandon Aiyuk
Joel,Wilson,TE,O,15,2025-12-14,Thu-Mon,TEN,SF,12.5,44.5,16.0,2500,24,,,,0.0,0.0,,,Joel Wilson
Kurtis,Rourke,QB,O,15,2025-12-14,Thu-Mon,SF,TEN,-12.5,44.5,28.5,4000,24,,,,0.0,0.0,,,Kurtis Rourke
Cade,Otton,TE,O,15,2025-12-11,Thu-Mon,TB,ATL,-4.5,43.5,24.0,3400,2,7.2,8.4,7.4,0.0,0.0,,,Cade Otton
Connor,Bazelak,QB,O,15,2025-12-11,Thu-Mon,TB,ATL,-4.5,43.5,24.0,4000,19,,,,0.0,0.0,,,Connor Bazelak
Josh,Williams,RB,O,15,2025-12-11,Thu-Mon,TB,ATL,-4.5,43.5,24.0,4000,18,1.1,1.1,1.1,0.0,0.0,,,Josh Williams
Casey,Washington,WR,O,15,2025-12-11,Thu-Mon,ATL,TB,4.5,43.5,19.5,3000,18,3.1,1.5,3.1,0.0,0.0,,,Casey Washington
Nathan,Carter,RB,O,15,2025-12-11,Thu-Mon,ATL,TB,4.5,43.5,19.5,4000,21,2.5,2.5,2.5,0.0,0.0,,,Nathan Carter
