first_name,last_name,position,injury_status,week,game_date,slate,team,opp,spread,over_under,implied_team_score,salary,L5_dvp_rank,L5_fppg_avg,L10_fppg_avg,szn_fppg_avg,proj_points,value,ppg_actual,value_actual,player
Amon-Ra,St. Brown,WR,,15,2025-12-14,Thu-Mon,DET,LAR,5.5,55.5,25.0,7900,19,14.9,17.7,18.9,19.0,2.4,,,Amon-Ra St. Brown
Sam,Darnold,QB,,15,2025-12-14,Thu-Mon,SEA,IND,-13.5,42.5,28.0,5800,18,12.2,17.1,16.3,18.2,3.13,,,Sam Darnold
Trey,McBride,TE,,15,2025-12-14,Thu-Mon,ARI,HOU,9.5,42.5,16.5,7400,5,22.2,20.0,18.5,17.9,2.42,,,Trey McBride
Derrick,Henry,RB,,15,2025-12-14,Thu-Mon,BAL,CIN,-2.5,52.5,27.5,7300,32,17.2,15.5,15.6,17.6,2.42,,,Derrick Henry
Justin,Herbert,QB,,15,2025-12-14,Thu-Mon,LAC,KC,4.5,41.5,18.5,6300,15,15.2,18.4,19.5,17.6,2.8,,,Justin Herbert
Rashee,Rice,WR,,15,2025-12-14,Thu-Mon,KC,LAC,-4.5,41.5,23.0,7700,2,18.5,19.2,20.1,17.6,2.29,,,Rashee Rice
Jared,Goff,QB,,15,2025-12-14,Thu-Mon,DET,LAR,5.5,55.5,25.0,6100,11,19.8,17.6,18.7,17.5,2.87,,,Jared Goff
Javonte,Williams,RB,,15,2025-12-14,Thu-Mon,DAL,MIN,-5.5,47.5,26.5,6400,12,13.1,15.8,16.9,17.4,2.72,,,Javonte Williams
James,Cook III,RB,,15,2025-12-14,Thu-Mon,BUF,NE,-0.5,49.5,25.0,8000,3,18.4,18.4,19.9,17.4,2.17,,,James Cook III
C.J.,Stroud,QB,,15,2025-12-14,Thu-Mon,HOU,ARI,-9.5,42.5,26.0,5200,12,13.5,15.2,15.2,17.2,3.31,,,C.J. Stroud
Caleb,Williams,QB,,15,2025-12-14,Thu-Mon,CHI,CLE,-7.5,39.5,23.5,5300,4,16.9,17.4,18.9,16.9,3.19,,,Caleb Williams
Josh,Jacobs,RB,,15,2025-12-14,Thu-Mon,GB,DEN,-2.5,42.5,22.5,6900,2,14.4,18.0,17.4,16.9,2.45,,,Josh Jacobs
Jonathan,Taylor,RB,,15,2025-12-14,Thu-Mon,IND,SEA,13.5,42.5,14.5,8500,6,19.3,24.4,25.0,16.9,1.99,,,Jonathan Taylor
Trevor,Lawrence,QB,,15,2025-12-14,Thu-Mon,JAX,NYJ,-13.5,41.5,27.5,5700,13,18.0,18.9,17.7,16.8,2.95,,,Trevor Lawrence
Bo,Nix,QB,,15,2025-12-14,Thu-Mon,DEN,GB,2.5,42.5,20.0,5900,6,15.3,20.2,19.0,16.7,2.83,,,Bo Nix
Tyler,Shough,QB,,15,2025-12-14,Thu-Mon,NO,CAR,2.5,40.5,19.0,4900,8,16.2,12.3,12.3,16.7,3.42,,,Tyler Shough
Jordan,Love,QB,,15,2025-12-14,Thu-Mon,GB,DEN,-2.5,42.5,22.5,5400,7,15.9,18.1,17.7,16.6,3.08,,,Jordan Love
Jacoby,Brissett,QB,,15,2025-12-14,Thu-Mon,ARI,HOU,9.5,42.5,16.5,5500,1,22.7,18.4,18.4,16.5,3.0,,,Jacoby Brissett
Nico,Collins,WR,,15,2025-12-14,Thu-Mon,HOU,ARI,-9.5,42.5,26.0,6700,17,19.8,17.4,16.2,16.4,2.44,,,Nico Collins
Woody,Marks,RB,,15,2025-12-14,Thu-Mon,HOU,ARI,-9.5,42.5,26.0,5600,29,10.7,11.4,9.6,16.4,2.93,,,Woody Marks
George,Pickens,WR,,15,2025-12-14,Thu-Mon,DAL,MIN,-5.5,47.5,26.5,7300,1,22.1,22.5,20.8,16.2,2.22,,,George Pickens
Rico,Dowdle,RB,,15,2025-12-14,Thu-Mon,CAR,NO,-2.5,40.5,21.5,6600,19,16.5,17.5,14.8,16.2,2.45,,,Rico Dowdle
Saquon,Barkley,RB,,15,2025-12-14,Thu-Mon,PHI,LV,-11.5,38.5,25.0,7100,24,12.7,14.9,14.9,16.1,2.27,,,Saquon Barkley
Aaron,Rodgers,QB,,15,2025-12-15,Thu-Mon,PIT,MIA,-3.5,41.5,22.5,5100,21,11.0,13.9,14.8,16.1,3.16,,,Aaron Rodgers
J.J.,McCarthy,QB,,15,2025-12-14,Thu-Mon,MIN,DAL,5.5,47.5,21.0,4900,32,13.5,13.8,13.8,16.0,3.27,,,J.J. McCarthy
Travis,Etienne Jr.,RB,,15,2025-12-14,Thu-Mon,JAX,NYJ,-13.5,41.5,27.5,6500,30,16.4,14.6,15.1,16.0,2.46,,,Travis Etienne Jr.
Davante,Adams,WR,,15,2025-12-14,Thu-Mon,LAR,DET,-5.5,55.5,30.5,7200,27,15.7,16.6,16.5,16.0,2.22,,,Davante Adams
CeeDee,Lamb,WR,Q,15,2025-12-14,Thu-Mon,DAL,MIN,-5.5,47.5,26.5,7600,1,17.3,20.6,19.5,15.6,2.05,,,CeeDee Lamb
Bucky,Irving,RB,,15,2025-12-11,Thu-Mon,TB,ATL,-4.5,43.5,24.0,7200,18,18.7,18.5,18.0,15.6,2.17,,,Bucky Irving
A.J.,Brown,WR,,15,2025-12-14,Thu-Mon,PHI,LV,-11.5,38.5,25.0,6800,28,20.1,18.3,16.1,15.4,2.26,,,A.J. Brown
Chris,Olave,WR,,15,2025-12-14,Thu-Mon,NO,CAR,2.5,40.5,19.0,6200,11,14.0,14.9,14.5,15.3,2.47,,,Chris Olave
Zay,Flowers,WR,,15,2025-12-14,Thu-Mon,BAL,CIN,-2.5,52.5,27.5,6300,3,12.1,12.2,13.2,15.1,2.4,,,Zay Flowers
Bryce,Young,QB,,15,2025-12-14,Thu-Mon,CAR,NO,-2.5,40.5,21.5,5100,9,15.0,14.1,14.9,15.1,2.97,,,Bryce Young
Justin,Jefferson,WR,,15,2025-12-14,Thu-Mon,MIN,DAL,5.5,47.5,21.0,6300,32,6.6,12.5,12.6,15.0,2.38,,,Justin Jefferson
Breece,Hall,RB,,15,2025-12-14,Thu-Mon,NYJ,JAX,13.5,41.5,14.0,6200,5,12.5,14.9,14.1,15.0,2.42,,,Breece Hall
Brock,Bowers,TE,,15,2025-12-14,Thu-Mon,LV,PHI,11.5,38.5,13.5,5900,3,13.3,15.9,15.9,15.0,2.54,,,Brock Bowers
George,Kittle,TE,,15,2025-12-14,Thu-Mon,SF,TEN,-12.5,44.5,28.5,5400,17,15.9,13.3,13.3,14.9,2.76,,,George Kittle
Shedeur,Sanders,QB,,15,2025-12-14,Thu-Mon,CLE,CHI,7.5,39.5,16.0,4700,25,15.4,15.4,15.4,14.8,3.15,,,Shedeur Sanders
Chase,Brown,RB,,15,2025-12-14,Thu-Mon,CIN,BAL,2.5,52.5,25.0,6700,20,18.5,16.4,14.7,14.8,2.21,,,Chase Brown
TreVeyon,Henderson,RB,,15,2025-12-14,Thu-Mon,NE,BUF,0.5,49.5,24.5,6100,27,19.7,12.8,11.7,14.6,2.4,,,TreVeyon Henderson
Wan'Dale,Robinson,WR,,15,2025-12-14,Thu-Mon,NYG,WAS,-2.5,47.5,25.0,5900,25,15.5,13.4,13.9,14.6,2.48,,,Wan'Dale Robinson
Kenneth,Walker III,RB,,15,2025-12-14,Thu-Mon,SEA,IND,-13.5,42.5,28.0,5600,13,11.1,9.6,10.9,14.6,2.6,,,Kenneth Walker III
Ashton,Jeanty,RB,,15,2025-12-14,Thu-Mon,LV,PHI,11.5,38.5,13.5,5800,25,13.5,16.2,14.4,14.4,2.49,,,Ashton Jeanty
Quinshon,Judkins,RB,,15,2025-12-14,Thu-Mon,CLE,CHI,7.5,39.5,16.0,6300,15,11.7,13.1,13.2,14.2,2.25,,,Quinshon Judkins
Tee,Higgins,WR,Q,15,2025-12-14,Thu-Mon,CIN,BAL,2.5,52.5,25.0,6500,24,19.6,15.1,14.3,14.1,2.17,,,Tee Higgins
Tyrod,Taylor,QB,Q,15,2025-12-14,Thu-Mon,NYJ,JAX,13.5,41.5,14.0,4800,23,11.4,12.5,10.9,13.9,2.89,,,Tyrod Taylor
DeVonta,Smith,WR,,15,2025-12-14,Thu-Mon,PHI,LV,-11.5,38.5,25.0,5800,28,10.2,13.8,13.2,13.9,2.39,,,DeVonta Smith
Jameson,Williams,WR,,15,2025-12-14,Thu-Mon,DET,LAR,5.5,55.5,25.0,6100,19,18.6,14.8,14.0,13.8,2.25,,,Jameson Williams
RJ,Harvey,RB,,15,2025-12-14,Thu-Mon,DEN,GB,2.5,42.5,20.0,6000,9,14.3,13.5,11.6,13.7,2.29,,,RJ Harvey
Emeka,Egbuka,WR,,15,2025-12-11,Thu-Mon,TB,ATL,-4.5,43.5,24.0,6200,21,10.7,13.2,14.0,13.4,2.17,,,Emeka Egbuka
Kyren,Williams,RB,,15,2025-12-14,Thu-Mon,LAR,DET,-5.5,55.5,30.5,6800,1,15.1,16.5,16.0,13.3,1.95,,,Kyren Williams
Tetairoa,McMillan,WR,,15,2025-12-14,Thu-Mon,CAR,NO,-2.5,40.5,21.5,6000,9,15.7,14.3,14.0,13.3,2.21,,,Tetairoa McMillan
Jaylen,Waddle,WR,,15,2025-12-15,Thu-Mon,MIA,PIT,3.5,41.5,19.0,6900,31,13.4,14.0,13.8,13.3,1.92,,,Jaylen Waddle
Terry,McLaurin,WR,,15,2025-12-14,Thu-Mon,WAS,NYG,2.5,47.5,22.5,5400,29,12.9,14.4,11.5,13.1,2.43,,,Terry McLaurin
Stefon,Diggs,WR,,15,2025-12-14,Thu-Mon,NE,BUF,0.5,49.5,24.5,6000,15,12.1,13.7,12.4,13.0,2.17,,,Stefon Diggs
Geno,Smith,QB,Q,15,2025-12-14,Thu-Mon,LV,PHI,11.5,38.5,13.5,4500,14,11.3,11.7,13.1,12.9,2.87,,,Geno Smith
DK,Metcalf,WR,Q,15,2025-12-15,Thu-Mon,PIT,MIA,-3.5,41.5,22.5,5700,8,12.4,13.5,13.1,12.9,2.27,,,DK Metcalf
Tua,Tagovailoa,QB,,15,2025-12-15,Thu-Mon,MIA,PIT,3.5,41.5,19.0,5000,31,8.8,11.8,12.5,12.9,2.57,,,Tua Tagovailoa
Jaylen,Warren,RB,,15,2025-12-15,Thu-Mon,PIT,MIA,-3.5,41.5,22.5,6000,17,12.0,13.1,13.5,12.9,2.16,,,Jaylen Warren
Deebo,Samuel Sr.,WR,,15,2025-12-14,Thu-Mon,WAS,NYG,2.5,47.5,22.5,5300,29,12.2,11.9,13.3,12.8,2.42,,,Deebo Samuel Sr.
Tyrone,Tracy Jr.,RB,Q,15,2025-12-14,Thu-Mon,NYG,WAS,-2.5,47.5,25.0,5500,28,10.6,8.6,8.3,12.7,2.31,,,Tyrone Tracy Jr.
Michael,Wilson,WR,,15,2025-12-14,Thu-Mon,ARI,HOU,9.5,42.5,16.5,6600,5,23.1,14.8,12.3,12.6,1.91,,,Michael Wilson
Cam,Ward,QB,,15,2025-12-14,Thu-Mon,TEN,SF,12.5,44.5,16.0,4600,22,12.6,11.3,10.8,12.6,2.75,,,Cam Ward
Kyle,Pitts Sr.,TE,Q,15,2025-12-11,Thu-Mon,ATL,TB,4.5,43.5,19.5,4000,13,8.8,10.3,10.1,12.6,3.16,,,Kyle Pitts Sr.
Ladd,McConkey,WR,,15,2025-12-14,Thu-Mon,LAC,KC,4.5,41.5,18.5,6400,13,10.7,13.3,12.7,12.5,1.95,,,Ladd McConkey
Omarion,Hampton,RB,,15,2025-12-14,Thu-Mon,LAC,KC,4.5,41.5,18.5,5900,7,17.3,15.8,15.8,12.4,2.1,,,Omarion Hampton
Kirk,Cousins,QB,,15,2025-12-11,Thu-Mon,ATL,TB,4.5,43.5,19.5,4500,29,8.5,7.8,7.3,12.3,2.74,,,Kirk Cousins
Riley,Leonard,QB,Q,15,2025-12-14,Thu-Mon,IND,SEA,13.5,42.5,14.5,4400,10,5.7,5.7,5.7,12.1,2.76,,,Riley Leonard
Jauan,Jennings,WR,,15,2025-12-14,Thu-Mon,SF,TEN,-12.5,44.5,28.5,5200,23,14.1,11.4,10.7,12.1,2.33,,,Jauan Jennings
D'Andre,Swift,RB,,15,2025-12-14,Thu-Mon,CHI,CLE,-7.5,39.5,23.5,5700,10,12.3,15.6,15.0,12.0,2.1,,,D'Andre Swift
Kenneth,Gainwell,RB,,15,2025-12-15,Thu-Mon,PIT,MIA,-3.5,41.5,22.5,5000,17,14.6,12.9,11.6,11.9,2.37,,,Kenneth Gainwell
Chris,Godwin Jr.,WR,,15,2025-12-11,Thu-Mon,TB,ATL,-4.5,43.5,24.0,5400,21,7.1,12.9,7.1,11.8,2.19,,,Chris Godwin Jr.
Travis,Kelce,TE,,15,2025-12-14,Thu-Mon,KC,LAC,-4.5,41.5,23.0,4900,8,12.5,13.5,12.7,11.7,2.39,,,Travis Kelce
Harold,Fannin Jr.,TE,,15,2025-12-14,Thu-Mon,CLE,CHI,7.5,39.5,16.0,4000,19,12.4,11.9,11.4,11.5,2.88,,,Harold Fannin Jr.
Michael,Pittman Jr.,WR,,15,2025-12-14,Thu-Mon,IND,SEA,13.5,42.5,14.5,5100,6,12.1,13.9,14.3,11.4,2.24,,,Michael Pittman Jr.
Aaron,Jones Sr.,RB,,15,2025-12-14,Thu-Mon,MIN,DAL,5.5,47.5,21.0,5100,23,9.8,9.3,9.3,11.3,2.21,,,Aaron Jones Sr.
Devin,Neal,RB,,15,2025-12-14,Thu-Mon,NO,CAR,2.5,40.5,19.0,5300,26,8.9,6.2,6.2,11.3,2.13,,,Devin Neal
Mike,Evans,WR,Q,15,2025-12-11,Thu-Mon,TB,ATL,-4.5,43.5,24.0,5900,21,11.2,16.7,8.5,11.3,1.92,,,Mike Evans
Courtland,Sutton,WR,,15,2025-12-14,Thu-Mon,DEN,GB,2.5,42.5,20.0,5500,12,10.9,12.2,13.0,11.0,2.01,,,Courtland Sutton
Jakobi,Meyers,WR,,15,2025-12-14,Thu-Mon,JAX,NYJ,-13.5,41.5,27.5,5600,10,13.9,10.7,11.5,10.9,1.94,,,Jakobi Meyers
Brian,Thomas Jr.,WR,,15,2025-12-14,Thu-Mon,JAX,NYJ,-13.5,41.5,27.5,5700,10,10.8,10.2,10.2,10.9,1.91,,,Brian Thomas Jr.
Christian,Watson,WR,,15,2025-12-14,Thu-Mon,GB,DEN,-2.5,42.5,22.5,5500,7,16.0,11.1,14.4,10.8,1.97,,,Christian Watson
Mark,Andrews,TE,,15,2025-12-14,Thu-Mon,BAL,CIN,-2.5,52.5,27.5,3900,32,7.8,8.3,8.7,10.6,2.71,,,Mark Andrews
Jake,Ferguson,TE,,15,2025-12-14,Thu-Mon,DAL,MIN,-5.5,47.5,26.5,4600,14,8.1,13.7,13.4,10.6,2.3,,,Jake Ferguson
Khalil,Shakir,WR,,15,2025-12-14,Thu-Mon,BUF,NE,-0.5,49.5,25.0,5300,16,9.1,11.3,10.9,10.6,2.0,,,Khalil Shakir
Ricky,Pearsall,WR,,15,2025-12-14,Thu-Mon,SF,TEN,-12.5,44.5,28.5,5100,23,7.7,12.4,9.4,10.6,2.07,,,Ricky Pearsall
Adonai,Mitchell,WR,,15,2025-12-14,Thu-Mon,NYJ,JAX,13.5,41.5,14.0,4400,20,8.1,5.4,5.2,10.5,2.39,,,Adonai Mitchell
Keenan,Allen,WR,,15,2025-12-14,Thu-Mon,LAC,KC,4.5,41.5,18.5,4800,13,6.3,9.8,11.9,10.5,2.2,,,Keenan Allen
Juwan,Johnson,TE,,15,2025-12-14,Thu-Mon,NO,CAR,2.5,40.5,19.0,3700,21,11.7,9.4,10.5,10.4,2.82,,,Juwan Johnson
Devaughn,Vele,WR,,15,2025-12-14,Thu-Mon,NO,CAR,2.5,40.5,19.0,4200,11,8.3,6.9,6.8,10.3,2.44,,,Devaughn Vele
Devin,Singletary,RB,,15,2025-12-14,Thu-Mon,NYG,WAS,-2.5,47.5,25.0,5000,28,11.8,7.0,5.6,10.2,2.03,,,Devin Singletary
Tyler,Warren,TE,,15,2025-12-14,Thu-Mon,IND,SEA,13.5,42.5,14.5,4700,31,10.0,12.7,12.4,10.2,2.18,,,Tyler Warren
Tyjae,Spears,RB,,15,2025-12-14,Thu-Mon,TEN,SF,12.5,44.5,16.0,4700,16,7.8,8.7,8.2,10.2,2.18,,,Tyjae Spears
Quentin,Johnston,WR,,15,2025-12-14,Thu-Mon,LAC,KC,4.5,41.5,18.5,4900,13,7.7,11.2,12.5,10.1,2.05,,,Quentin Johnston
Jordan,Addison,WR,,15,2025-12-14,Thu-Mon,MIN,DAL,5.5,47.5,21.0,4800,32,7.1,11.4,11.4,10.0,2.08,,,Jordan Addison
Kareem,Hunt,RB,,15,2025-12-14,Thu-Mon,KC,LAC,-4.5,41.5,23.0,5400,14,13.5,11.6,10.5,10.0,1.86,,,Kareem Hunt
Xavier,Worthy,WR,,15,2025-12-14,Thu-Mon,KC,LAC,-4.5,41.5,23.0,4500,2,8.3,9.8,8.9,10.0,2.23,,,Xavier Worthy
Chris,Rodriguez Jr.,RB,,15,2025-12-14,Thu-Mon,WAS,NYG,2.5,47.5,22.5,4900,31,9.0,6.3,6.3,10.0,2.04,,,Chris Rodriguez Jr.
Hunter,Henry,TE,,15,2025-12-14,Thu-Mon,NE,BUF,0.5,49.5,24.5,4400,1,11.7,9.8,10.7,9.9,2.26,,,Hunter Henry
Blake,Corum,RB,,15,2025-12-14,Thu-Mon,LAR,DET,-5.5,55.5,30.5,4800,1,10.5,7.1,6.9,9.8,2.04,,,Blake Corum
Romeo,Doubs,WR,,15,2025-12-14,Thu-Mon,GB,DEN,-2.5,42.5,22.5,4700,7,5.4,10.6,10.1,9.7,2.06,,,Romeo Doubs
Kyle,Monangai,RB,,15,2025-12-14,Thu-Mon,CHI,CLE,-7.5,39.5,23.5,5200,10,12.2,11.4,9.5,9.6,1.85,,,Kyle Monangai
John,Metchie III,WR,,15,2025-12-14,Thu-Mon,NYJ,JAX,13.5,41.5,14.0,4300,20,9.1,6.3,6.4,9.6,2.23,,,John Metchie III
Oronde,Gadsden II,TE,,15,2025-12-14,Thu-Mon,LAC,KC,4.5,41.5,18.5,4300,6,5.5,9.8,9.7,9.6,2.23,,,Oronde Gadsden II
Theo,Johnson,TE,,15,2025-12-14,Thu-Mon,NYG,WAS,-2.5,47.5,25.0,3500,28,9.9,10.7,9.1,9.6,2.76,,,Theo Johnson
Dallas,Goedert,TE,,15,2025-12-14,Thu-Mon,PHI,LV,-11.5,38.5,25.0,3800,4,7.4,11.9,11.8,9.5,2.5,,,Dallas Goedert
DJ,Moore,WR,,15,2025-12-14,Thu-Mon,CHI,CLE,-7.5,39.5,23.5,5000,4,6.4,9.1,9.4,9.4,1.87,,,DJ Moore
AJ,Barner,TE,,15,2025-12-14,Thu-Mon,SEA,IND,-13.5,42.5,28.0,3200,25,6.9,9.5,8.5,9.4,2.94,,,AJ Barner
Luther,Burden III,WR,,15,2025-12-14,Thu-Mon,CHI,CLE,-7.5,39.5,23.5,4800,4,8.3,7.9,6.8,9.2,1.92,,,Luther Burden III
Dalton,Schultz,TE,,15,2025-12-14,Thu-Mon,HOU,ARI,-9.5,42.5,26.0,4100,23,9.8,10.5,9.7,9.2,2.25,,,Dalton Schultz
Brenton,Strange,TE,,15,2025-12-14,Thu-Mon,JAX,NYJ,-13.5,41.5,27.5,4200,18,9.4,8.4,9.2,9.2,2.19,,,Brenton Strange
Alec,Pierce,WR,Q,15,2025-12-14,Thu-Mon,IND,SEA,13.5,42.5,14.5,4900,6,14.7,12.5,11.8,9.2,1.87,,,Alec Pierce
Zach,Charbonnet,RB,,15,2025-12-14,Thu-Mon,SEA,IND,-13.5,42.5,28.0,5100,13,10.1,10.4,9.7,9.1,1.78,,,Zach Charbonnet
Darnell,Mooney,WR,,15,2025-12-11,Thu-Mon,ATL,TB,4.5,43.5,19.5,4500,18,6.3,5.7,5.5,9.1,2.03,,,Darnell Mooney
Jayden,Reed,WR,,15,2025-12-14,Thu-Mon,GB,DEN,-2.5,42.5,22.5,4500,7,7.8,8.7,11.4,9.0,2.0,,,Jayden Reed
Seahawks,,DST,,15,2025-12-14,Thu-Mon,SEA,IND,-13.5,42.5,28.0,3700,2,15.2,11.3,11.6,8.9,2.4,,,
Dylan,Sampson,RB,,15,2025-12-14,Thu-Mon,CLE,CHI,7.5,39.5,16.0,4300,15,6.4,4.8,5.9,8.8,2.04,,,Dylan Sampson
Cooper,Kupp,WR,,15,2025-12-14,Thu-Mon,SEA,IND,-13.5,42.5,28.0,4100,30,7.2,7.5,7.9,8.8,2.14,,,Cooper Kupp
Tony,Pollard,RB,,15,2025-12-14,Thu-Mon,TEN,SF,12.5,44.5,16.0,5200,16,11.8,11.0,11.0,8.8,1.7,,,Tony Pollard
Dalton,Kincaid,TE,,15,2025-12-14,Thu-Mon,BUF,NE,-0.5,49.5,25.0,4500,26,13.6,12.1,13.1,8.7,1.94,,,Dalton Kincaid
Eagles,,DST,,15,2025-12-14,Thu-Mon,PHI,LV,-11.5,38.5,25.0,3800,31,8.2,7.6,7.5,8.7,2.29,,,
Chimere,Dike,WR,,15,2025-12-14,Thu-Mon,TEN,SF,12.5,44.5,16.0,4300,22,9.3,8.6,7.2,8.7,2.03,,,Chimere Dike
Jerry,Jeudy,WR,,15,2025-12-14,Thu-Mon,CLE,CHI,7.5,39.5,16.0,4400,26,10.2,7.5,7.6,8.6,1.95,,,Jerry Jeudy
Jayden,Higgins,WR,,15,2025-12-14,Thu-Mon,HOU,ARI,-9.5,42.5,26.0,4200,17,11.3,8.8,7.6,8.6,2.05,,,Jayden Higgins
Rhamondre,Stevenson,RB,,15,2025-12-14,Thu-Mon,NE,BUF,0.5,49.5,24.5,5100,27,7.5,9.1,9.1,8.6,1.69,,,Rhamondre Stevenson
Darius,Slayton,WR,,15,2025-12-14,Thu-Mon,NYG,WAS,-2.5,47.5,25.0,4400,25,9.2,7.4,7.4,8.6,1.95,,,Darius Slayton
Jordan,Mason,RB,,15,2025-12-14,Thu-Mon,MIN,DAL,5.5,47.5,21.0,5300,23,7.2,7.8,9.1,8.5,1.61,,,Jordan Mason
Zonovan,Knight,RB,,15,2025-12-14,Thu-Mon,ARI,HOU,9.5,42.5,16.5,4900,8,11.2,9.6,10.5,8.5,1.73,,,Zonovan Knight
Kayshon,Boutte,WR,,15,2025-12-14,Thu-Mon,NE,BUF,0.5,49.5,24.5,5000,15,9.4,9.7,10.6,8.5,1.7,,,Kayshon Boutte
David,Montgomery,RB,,15,2025-12-14,Thu-Mon,DET,LAR,5.5,55.5,25.0,5000,4,9.3,11.2,11.1,8.4,1.67,,,David Montgomery
Tre,Tucker,WR,,15,2025-12-14,Thu-Mon,LV,PHI,11.5,38.5,13.5,4200,14,7.1,7.8,10.8,8.4,2.0,,,Tre Tucker
Josh,Downs,WR,,15,2025-12-14,Thu-Mon,IND,SEA,13.5,42.5,14.5,4100,6,6.7,8.6,8.4,8.4,2.06,,,Josh Downs
Jaguars,,DST,,15,2025-12-14,Thu-Mon,JAX,NYJ,-13.5,41.5,27.5,3900,25,10.8,7.7,8.3,8.3,2.12,,,
Colston,Loveland,TE,,15,2025-12-14,Thu-Mon,CHI,CLE,-7.5,39.5,23.5,3600,11,10.0,10.2,8.8,8.2,2.27,,,Colston Loveland
Texans,,DST,,15,2025-12-14,Thu-Mon,HOU,ARI,-9.5,42.5,26.0,3600,26,10.4,10.8,9.7,8.2,2.29,,,
Bears,,DST,,15,2025-12-14,Thu-Mon,CHI,CLE,-7.5,39.5,23.5,3500,29,5.0,6.3,6.2,8.0,2.29,,,
Isaiah,Likely,TE,,15,2025-12-14,Thu-Mon,BAL,CIN,-2.5,52.5,27.5,3400,32,7.0,6.9,5.8,8.0,2.34,,,Isaiah Likely
Malik,Washington,WR,,15,2025-12-15,Thu-Mon,MIA,PIT,3.5,41.5,19.0,3900,31,7.1,7.2,7.1,7.9,2.02,,,Malik Washington
49ers,,DST,,15,2025-12-14,Thu-Mon,SF,TEN,-12.5,44.5,28.5,4000,30,5.0,4.2,4.7,7.9,1.97,,,
Chuba,Hubbard,RB,,15,2025-12-14,Thu-Mon,CAR,NO,-2.5,40.5,21.5,4600,19,7.3,9.2,10.0,7.8,1.7,,,Chuba Hubbard
