PLAYER,POS,TEAM,OPP,ML,O/U,SPRD,TM/P,SAL,FPTS,VAL,PASS ATT,RUSH ATT,TARGETS,TOUCHES,TOUCHES/$
Josh Allen,QB,BUF,MIA,-275,49.50,-6.00,27.75,7700,23.59,3.1,32.9,6.5,0.0,6.5,5.1
Daniel Jones,QB,NYG,WAS,156,44.00,3.50,20.25,5200,16.05,3.1,34.1,4.9,0.0,4.9,7.5
Will Levis,QB,TEN,NE,-179,38.00,-3.50,20.75,4600,14.11,3.1,32.4,2.8,0.0,2.8,7.7
Gardner Minshew,QB,LV,CIN,271,46.50,7.50,19.50,4500,13.67,3.0,33.6,2.9,0.0,2.9,8.1
Sam Darnold,QB,MIN,IND,-240,46.50,-5.50,26.00,6000,18.23,3.0,34.4,2.7,0.0,2.7,6.2
Matthew Stafford,QB,LAR,SEA,-123,48.50,-1.50,25.00,5700,17.23,3.0,34.4,0.9,0.0,0.9,6.2
Dak Prescott,QB,DAL,ATL,121,52.00,2.50,24.75,6300,18.91,3.0,33.1,3.2,0.0,3.2,5.8
Geno Smith,QB,SEA,LAR,103,48.50,1.50,23.50,5800,17.28,3.0,34.2,2.8,0.0,2.8,6.4
Kyler Murray,QB,ARI,CHI,-115,44.50,-1.00,22.75,6600,19.00,2.9,29.9,7.0,0.0,7.0,5.6
Justin Herbert,QB,LAC,CLE,-124,42.50,-1.50,22.00,5300,15.34,2.9,32.7,3.2,0.0,3.2,6.8
Bryce Young,QB,CAR,NO,287,43.50,7.50,18.00,4400,12.89,2.9,31.6,2.9,0.0,2.9,7.8
Lamar Jackson,QB,BAL,DEN,-451,45.50,-9.00,27.25,8000,23.52,2.9,30.1,9.5,0.0,9.5,5.0
Jameis Winston,QB,CLE,LAC,103,42.50,1.50,20.50,5400,15.69,2.9,34.1,2.1,0.0,2.1,6.7
New York Jets,D,NYJ,HOU,-125,42.00,-1.50,21.75,2400,6.93,2.9,0.0,0.0,0.0,0.0,0.0
Joe Flacco,QB,IND,MIN,194,46.50,5.50,20.50,5700,15.91,2.8,34.2,1.9,0.0,1.9,6.3
Jalen Hurts,QB,PHI,JAX,-352,45.50,-7.50,26.50,7800,21.93,2.8,29.0,8.9,0.0,8.9,4.9
Caleb Williams,QB,CHI,ARI,100,44.50,1.00,21.75,6100,16.85,2.8,32.1,4.0,0.0,4.0,5.9
Joe Burrow,QB,CIN,LV,-351,46.50,-7.50,27.00,6900,19.64,2.8,34.3,3.2,0.0,3.2,5.4
Jayden Daniels,QB,WAS,NYG,-189,44.00,-3.50,23.75,7500,20.90,2.8,28.2,9.1,0.0,9.1,5.0
Aaron Rodgers,QB,NYJ,HOU,-125,42.00,-1.50,21.75,5700,15.36,2.7,32.9,1.9,0.0,1.9,6.1
Chris Olave,WR,NO,CAR,-368,43.50,-7.50,25.50,6100,16.27,2.7,0.0,0.1,8.6,8.7,1.4
Patrick Mahomes,QB,KC,TB,-448,45.50,-8.50,27.00,6700,17.10,2.6,34.0,4.1,0.0,4.1,5.7
Tua Tagovailoa,QB,MIA,BUF,221,49.50,6.00,21.75,6200,16.23,2.6,30.8,1.9,0.0,1.9,5.3
Jared Goff,QB,DET,GB,-175,48.00,-3.50,25.75,6500,16.61,2.6,28.0,1.5,0.0,1.5,4.5
Trevor Lawrence,QB,JAX,PHI,277,45.50,7.50,19.00,5600,14.68,2.6,32.0,3.0,0.0,3.0,6.3
Jakobi Meyers,WR,LV,CIN,271,46.50,7.50,19.50,5300,13.88,2.6,0.1,0.4,8.5,8.9,1.7
Baker Mayfield,QB,TB,KC,343,45.50,8.50,18.50,6500,16.67,2.6,36.4,3.2,0.0,3.2,6.1
Derek Carr,QB,NO,CAR,-368,43.50,-7.50,25.50,5600,14.45,2.6,31.2,1.8,0.0,1.8,5.9
Kirk Cousins,QB,ATL,DAL,-145,52.00,-2.50,27.25,6400,16.66,2.6,32.8,1.7,0.0,1.7,5.4
Drake Maye,QB,NE,TEN,147,38.00,3.50,17.25,5500,13.84,2.5,30.4,5.8,0.0,5.8,6.6
Drake London,WR,ATL,DAL,-145,52.00,-2.50,27.25,6700,16.66,2.5,0.0,0.1,8.5,8.6,1.3
Jordan Love,QB,GB,DET,144,48.00,3.50,22.25,7000,17.69,2.5,31.9,2.6,0.0,2.6,4.9
Bo Nix,QB,DEN,BAL,350,45.50,9.00,18.25,5900,14.56,2.5,32.7,4.2,0.0,4.2,6.3
Cedric Tillman,WR,CLE,LAC,103,42.50,1.50,20.50,4300,10.90,2.5,0.0,0.2,7.1,7.3,1.7
Kansas City Chiefs,D,KC,TB,-448,45.50,-8.50,27.00,3100,7.57,2.4,0.0,0.0,0.0,0.0,0.0
C.J. Stroud,QB,HOU,NYJ,105,42.00,1.50,20.25,6800,16.26,2.4,34.4,2.7,0.0,2.7,5.5
Philadelphia Eagles,D,PHI,JAX,-352,45.50,-7.50,26.50,3100,7.55,2.4,0.0,0.0,0.0,0.0,0.0
Alvin Kamara,RB,NO,CAR,-368,43.50,-7.50,25.50,7800,18.80,2.4,0.0,16.5,4.9,21.4,2.7
Bijan Robinson,RB,ATL,DAL,-145,52.00,-2.50,27.25,7400,17.81,2.4,0.0,15.1,4.5,19.6,2.6
Tyreek Hill,WR,MIA,BUF,221,49.50,6.00,21.75,7300,17.73,2.4,0.0,0.3,9.3,9.6,1.3
Breece Hall,RB,NYJ,HOU,-125,42.00,-1.50,21.75,7500,17.71,2.4,0.0,16.9,4.4,21.3,2.8
Tennessee Titans,D,TEN,NE,-179,38.00,-3.50,20.75,3200,7.39,2.3,0.0,0.0,0.0,0.0,0.0
Arizona Cardinals,D,ARI,CHI,-115,44.50,-1.00,22.75,2600,6.01,2.3,0.0,0.0,0.0,0.0,0.0
Carolina Panthers,D,CAR,NO,287,43.50,7.50,18.00,2400,5.55,2.3,0.0,0.0,0.0,0.0,0.0
Jaylen Waddle,WR,MIA,BUF,221,49.50,6.00,21.75,5500,12.51,2.3,0.0,0.2,7.0,7.2,1.3
Jonnu Smith,TE,MIA,BUF,221,49.50,6.00,21.75,3500,7.94,2.3,0.0,0.0,4.7,4.7,1.3
New York Giants,D,NYG,WAS,156,44.00,3.50,20.25,2300,5.34,2.3,0.0,0.0,0.0,0.0,0.0
Dalton Schultz,TE,HOU,NYJ,105,42.00,1.50,20.25,4100,9.58,2.3,0.0,0.0,5.7,5.7,1.4
David Moore,WR,CAR,NO,287,43.50,7.50,18.00,3000,6.83,2.3,0.0,0.2,3.9,4.1,1.4
Aaron Jones,RB,MIN,IND,-240,46.50,-5.50,26.00,6600,15.42,2.3,0.0,14.3,3.6,17.9,2.7
De'Von Achane,RB,MIA,BUF,221,49.50,6.00,21.75,6700,15.48,2.3,0.0,11.4,5.4,16.8,2.5
DeMario Douglas,WR,NE,TEN,147,38.00,3.50,17.25,4400,9.88,2.3,0.0,0.4,6.3,6.7,1.5
Puka Nacua,WR,LAR,SEA,-123,48.50,-1.50,25.00,7200,16.39,2.3,0.0,0.5,8.4,8.9,1.2
Trey McBride,TE,ARI,CHI,-115,44.50,-1.00,22.75,5800,12.78,2.2,0.0,0.0,7.4,7.4,1.3
Garrett Wilson,WR,NYJ,HOU,-125,42.00,-1.50,21.75,6700,14.79,2.2,0.0,0.3,8.3,8.6,1.3
Noah Fant,TE,SEA,LAR,103,48.50,1.50,23.50,3600,7.89,2.2,0.0,0.0,4.4,4.4,1.2
Amon-Ra St. Brown,WR,DET,GB,-175,48.00,-3.50,25.75,7900,17.19,2.2,0.0,0.4,9.2,9.6,1.2
Jerry Jeudy,WR,CLE,LAC,103,42.50,1.50,20.50,5100,11.14,2.2,0.0,0.1,6.8,6.9,1.4
Courtland Sutton,WR,DEN,BAL,350,45.50,9.00,18.25,5400,11.81,2.2,0.0,0.1,7.8,7.9,1.5
Ray-Ray McCloud,WR,ATL,DAL,-145,52.00,-2.50,27.25,3800,8.44,2.2,0.0,0.8,4.7,5.5,1.4
DK Metcalf,WR,SEA,LAR,103,48.50,1.50,23.50,6500,14.39,2.2,0.0,0.1,7.7,7.8,1.2
Jacksonville Jaguars,D,JAX,PHI,277,45.50,7.50,19.00,2300,5.15,2.2,0.0,0.0,0.0,0.0,0.0
DeAndre Hopkins,WR,KC,TB,-448,45.50,-8.50,27.00,5000,11.05,2.2,0.0,0.1,6.0,6.1,1.2
Malik Nabers,WR,NYG,WAS,156,44.00,3.50,20.25,7500,16.58,2.2,0.0,0.1,9.8,9.9,1.3
Brock Bowers,TE,LV,CIN,271,46.50,7.50,19.50,6000,13.38,2.2,0.0,0.0,7.8,7.8,1.3
Travis Kelce,TE,KC,TB,-448,45.50,-8.50,27.00,6300,13.54,2.2,0.0,0.1,6.8,6.9,1.1
Alexander Mattison,RB,LV,CIN,271,46.50,7.50,19.50,5700,12.45,2.2,0.0,13.9,3.9,17.8,3.1
Noah Gray,TE,KC,TB,-448,45.50,-8.50,27.00,3000,6.49,2.2,0.0,0.0,3.3,3.3,1.1
Adam Thielen,WR,CAR,NO,287,43.50,7.50,18.00,4700,10.35,2.2,0.0,0.1,7.0,7.1,1.5
Amari Cooper,WR,BUF,MIA,-275,49.50,-6.00,27.75,5800,12.80,2.2,0.0,0.1,6.3,6.4,1.1
Kenneth Walker,RB,SEA,LAR,103,48.50,1.50,23.50,7300,16.11,2.2,0.0,16.4,4.1,20.5,2.8
Khalil Shakir,WR,BUF,MIA,-275,49.50,-6.00,27.75,5900,12.85,2.2,0.0,0.1,6.2,6.3,1.1
Tee Higgins,WR,CIN,LV,-351,46.50,-7.50,27.00,6400,13.81,2.2,0.0,0.1,7.1,7.2,1.1
Kyren Williams,RB,LAR,SEA,-123,48.50,-1.50,25.00,8000,17.48,2.2,0.0,18.5,3.0,21.5,2.7
Jake Ferguson,TE,DAL,ATL,121,52.00,2.50,24.75,5100,11.22,2.2,0.0,0.0,6.2,6.2,1.2
Devaughn Vele,WR,DEN,BAL,350,45.50,9.00,18.25,3600,7.71,2.1,0.0,0.0,5.0,5.0,1.4
New England Patriots,D,NE,TEN,147,38.00,3.50,17.25,3000,6.25,2.1,0.0,0.0,0.0,0.0,0.0
Seattle Seahawks,D,SEA,LAR,103,48.50,1.50,23.50,2600,5.47,2.1,0.0,0.0,0.0,0.0,0.0
Wan'Dale Robinson,WR,NYG,WAS,156,44.00,3.50,20.25,5800,12.12,2.1,0.0,0.8,7.6,8.4,1.5
Ladd McConkey,WR,LAC,CLE,-124,42.50,-1.50,22.00,5600,11.71,2.1,0.0,0.1,6.9,7.0,1.2
Las Vegas Raiders,D,LV,CIN,271,46.50,7.50,19.50,2400,4.98,2.1,0.0,0.0,0.0,0.0,0.0
David Njoku,TE,CLE,LAC,103,42.50,1.50,20.50,5500,11.49,2.1,0.0,0.0,6.7,6.7,1.2
Baltimore Ravens,D,BAL,DEN,-451,45.50,-9.00,27.25,3500,7.44,2.1,0.0,0.0,0.0,0.0,0.0
Bub Means,WR,NO,CAR,-368,43.50,-7.50,25.50,3900,8.35,2.1,0.0,0.0,4.9,4.9,1.3
Mark Andrews,TE,BAL,DEN,-451,45.50,-9.00,27.25,4200,8.91,2.1,0.0,0.0,4.3,4.3,1.0
Jalen Coker,WR,CAR,NO,287,43.50,7.50,18.00,3600,7.44,2.1,0.0,0.0,4.7,4.7,1.3
Jahmyr Gibbs,RB,DET,GB,-175,48.00,-3.50,25.75,7600,15.63,2.1,0.0,12.5,4.1,16.6,2.2
Cade Otton,TE,TB,KC,343,45.50,8.50,18.50,4500,9.46,2.1,0.0,0.0,5.9,5.9,1.3
Rome Odunze,WR,CHI,ARI,100,44.50,1.00,21.75,4900,10.25,2.1,0.0,0.1,5.6,5.7,1.2
Davante Adams,WR,NYJ,HOU,-125,42.00,-1.50,21.75,6800,14.28,2.1,0.0,0.1,8.4,8.5,1.2
DeVonta Smith,WR,PHI,JAX,-352,45.50,-7.50,26.50,6800,14.18,2.1,0.0,0.1,7.4,7.5,1.1
Ja'Marr Chase,WR,CIN,LV,-351,46.50,-7.50,27.00,8600,17.82,2.1,0.0,0.2,8.5,8.7,1.0
Josh Downs,WR,IND,MIN,194,46.50,5.50,20.50,6000,12.51,2.1,0.0,0.2,7.6,7.8,1.3
Chicago Bears,D,CHI,ARI,100,44.50,1.00,21.75,2800,5.90,2.1,0.0,0.0,0.0,0.0,0.0
Tampa Bay Buccaneers,D,TB,KC,343,45.50,8.50,18.50,2500,5.21,2.1,0.0,0.0,0.0,0.0,0.0
CeeDee Lamb,WR,DAL,ATL,121,52.00,2.50,24.75,8800,18.83,2.1,0.0,0.9,9.3,10.2,1.2
Dalton Kincaid,TE,BUF,MIA,-275,49.50,-6.00,27.75,5000,10.34,2.1,0.0,0.0,5.5,5.5,1.1
Saquon Barkley,RB,PHI,JAX,-352,45.50,-7.50,26.50,8200,17.16,2.1,0.0,19.0,2.8,21.8,2.7
Josh Jacobs,RB,GB,DET,144,48.00,3.50,22.25,6900,14.15,2.1,0.0,16.8,2.7,19.5,2.8
Justin Jefferson,WR,MIN,IND,-240,46.50,-5.50,26.00,8700,18.05,2.1,0.0,0.1,8.9,9.0,1.0
Kareem Hunt,RB,KC,TB,-448,45.50,-8.50,27.00,6400,13.11,2.1,0.0,17.5,1.8,19.3,3.0
Joe Mixon,RB,HOU,NYJ,105,42.00,1.50,20.25,7900,16.24,2.1,0.0,18.7,3.5,22.2,2.8
DJ Moore,WR,CHI,ARI,100,44.50,1.00,21.75,6500,13.93,2.1,0.0,0.2,7.3,7.5,1.2
Tyler Boyd,WR,TEN,NE,-179,38.00,-3.50,20.75,3700,7.67,2.1,0.0,0.1,5.1,5.2,1.4
Terry McLaurin,WR,WAS,NYG,-189,44.00,-3.50,23.75,7100,14.71,2.1,0.0,0.1,7.9,8.0,1.1
Miami Dolphins,D,MIA,BUF,221,49.50,6.00,21.75,2500,5.17,2.1,0.0,0.0,0.0,0.0,0.0
Washington Commanders,D,WAS,NYG,-189,44.00,-3.50,23.75,3400,7.23,2.1,0.0,0.0,0.0,0.0,0.0
Dallas Goedert,TE,PHI,JAX,-352,45.50,-7.50,26.50,4700,9.95,2.1,0.0,0.0,5.4,5.4,1.1
A.J. Brown,WR,PHI,JAX,-352,45.50,-7.50,26.50,8100,16.89,2.1,0.0,0.1,8.2,8.3,1.0
Erick All,TE,CIN,LV,-351,46.50,-7.50,27.00,2700,5.29,2.0,0.0,0.0,2.7,2.7,1.0
Juwan Johnson,TE,NO,CAR,-368,43.50,-7.50,25.50,3200,6.32,2.0,0.0,0.0,3.3,3.3,1.0
Los Angeles Rams,D,LAR,SEA,-123,48.50,-1.50,25.00,2800,5.59,2.0,0.0,0.0,0.0,0.0,0.0
Dallas Cowboys,D,DAL,ATL,121,52.00,2.50,24.75,2500,5.09,2.0,0.0,0.0,0.0,0.0,0.0
Jalen McMillan,WR,TB,KC,343,45.50,8.50,18.50,4200,8.31,2.0,0.0,0.2,5.4,5.6,1.3
Jonathan Taylor,RB,IND,MIN,194,46.50,5.50,20.50,7700,15.01,2.0,0.0,17.2,2.5,19.7,2.6
Keon Coleman,WR,BUF,MIA,-275,49.50,-6.00,27.75,5400,10.66,2.0,0.0,0.1,5.5,5.6,1.0
Zay Flowers,WR,BAL,DEN,-451,45.50,-9.00,27.25,7000,13.79,2.0,0.0,0.5,7.1,7.6,1.1
Chase Brown,RB,CIN,LV,-351,46.50,-7.50,27.00,5900,11.75,2.0,0.0,10.7,3.1,13.8,2.3
Brian Thomas,WR,JAX,PHI,277,45.50,7.50,19.00,6600,12.86,2.0,0.0,0.1,7.8,7.9,1.2
Cleveland Browns,D,CLE,LAC,103,42.50,1.50,20.50,2900,5.92,2.0,0.0,0.0,0.0,0.0,0.0
Tucker Kraft,TE,GB,DET,144,48.00,3.50,22.25,4600,9.13,2.0,0.0,0.0,5.0,5.0,1.1
Buffalo Bills,D,BUF,MIA,-275,49.50,-6.00,27.75,3000,6.11,2.0,0.0,0.0,0.0,0.0,0.0
Cincinnati Bengals,D,CIN,LV,-351,46.50,-7.50,27.00,3700,7.41,2.0,0.0,0.0,0.0,0.0,0.0
Derrick Henry,RB,BAL,DEN,-451,45.50,-9.00,27.25,8300,16.76,2.0,0.0,17.4,1.4,18.8,2.3
Jordan Addison,WR,MIN,IND,-240,46.50,-5.50,26.00,5200,10.45,2.0,0.0,0.2,5.4,5.6,1.1
Minnesota Vikings,D,MIN,IND,-240,46.50,-5.50,26.00,3200,6.28,2.0,0.0,0.0,0.0,0.0,0.0
Jayden Reed,WR,GB,DET,144,48.00,3.50,22.25,6400,12.51,2.0,0.0,1.1,5.9,7.0,1.1
James Cook,RB,BUF,MIA,-275,49.50,-6.00,27.75,7200,14.34,2.0,0.0,14.5,2.5,17.0,2.4
James Conner,RB,ARI,CHI,-115,44.50,-1.00,22.75,6600,13.25,2.0,0.0,14.5,2.6,17.1,2.6
Michael Pittman,WR,IND,MIN,194,46.50,5.50,20.50,5900,12.05,2.0,0.0,0.1,7.5,7.6,1.3
D'Andre Swift,RB,CHI,ARI,100,44.50,1.00,21.75,6400,12.69,2.0,0.0,14.1,2.9,17.0,2.7
Quentin Johnston,WR,LAC,CLE,-124,42.50,-1.50,22.00,4400,8.81,2.0,0.0,0.1,5.4,5.5,1.2
Evan Engram,TE,JAX,PHI,277,45.50,7.50,19.00,5300,10.79,2.0,0.0,0.0,6.8,6.8,1.3
Indianapolis Colts,D,IND,MIN,194,46.50,5.50,20.50,2600,5.22,2.0,0.0,0.0,0.0,0.0,0.0
Elijah Moore,WR,CLE,LAC,103,42.50,1.50,20.50,4200,8.26,2.0,0.0,0.3,5.3,5.6,1.3
Nick Chubb,RB,CLE,LAC,103,42.50,1.50,20.50,5800,11.26,1.9,0.0,13.1,1.9,15.0,2.6
Tyrone Tracy,RB,NYG,WAS,156,44.00,3.50,20.25,5500,10.59,1.9,0.0,13.1,2.3,15.4,2.8
Cooper Kupp,WR,LAR,SEA,-123,48.50,-1.50,25.00,7700,14.72,1.9,0.0,0.3,8.1,8.4,1.1
Marvin Harrison,WR,ARI,CHI,-115,44.50,-1.00,22.75,6900,13.29,1.9,0.0,0.1,7.1,7.2,1.0
Taysom Hill,TE,NO,CAR,-368,43.50,-7.50,25.50,3800,7.28,1.9,0.7,5.3,2.1,7.4,2.2
Kyle Pitts,TE,ATL,DAL,-145,52.00,-2.50,27.25,4900,9.30,1.9,0.0,0.0,4.9,4.9,1.0
J.K. Dobbins,RB,LAC,CLE,-124,42.50,-1.50,22.00,7000,13.51,1.9,0.0,15.9,3.3,19.2,2.7
Cole Kmet,TE,CHI,ARI,100,44.50,1.00,21.75,4400,8.48,1.9,0.0,0.0,4.7,4.7,1.1
Jaxon Smith-Njigba,WR,SEA,LAR,103,48.50,1.50,23.50,6200,11.66,1.9,0.0,0.1,6.5,6.6,1.1
Brian Robinson,RB,WAS,NYG,-189,44.00,-3.50,23.75,6300,11.86,1.9,0.0,14.0,2.5,16.5,2.6
Darnell Mooney,WR,ATL,DAL,-145,52.00,-2.50,27.25,6000,11.66,1.9,0.0,0.2,6.4,6.6,1.1
Parker Washington,WR,JAX,PHI,277,45.50,7.50,19.00,3600,6.67,1.9,0.0,0.2,4.0,4.2,1.2
David Montgomery,RB,DET,GB,-175,48.00,-3.50,25.75,6500,12.21,1.9,0.0,13.4,1.5,14.9,2.3
Rhamondre Stevenson,RB,NE,TEN,147,38.00,3.50,17.25,6300,11.93,1.9,0.0,13.7,3.5,17.2,2.7
Javonte Williams,RB,DEN,BAL,350,45.50,9.00,18.25,6200,12.04,1.9,0.0,13.0,4.0,17.0,2.7
Tyjae Spears,RB,TEN,NE,-179,38.00,-3.50,20.75,4700,8.70,1.9,0.0,6.9,3.1,10.0,2.1
Theo Johnson,TE,NYG,WAS,156,44.00,3.50,20.25,2700,4.99,1.9,0.0,0.0,3.0,3.0,1.1
Tony Pollard,RB,TEN,NE,-179,38.00,-3.50,20.75,6800,12.55,1.9,0.0,15.5,2.9,18.4,2.7
Los Angeles Chargers,D,LAC,CLE,-124,42.50,-1.50,22.00,3300,6.26,1.9,0.0,0.0,0.0,0.0,0.0
Zach Ertz,TE,WAS,NYG,-189,44.00,-3.50,23.75,4300,8.35,1.9,0.0,0.0,5.2,5.2,1.2
Lucas Krull,TE,DEN,BAL,350,45.50,9.00,18.25,2700,5.21,1.9,0.0,0.0,3.4,3.4,1.3
Atlanta Falcons,D,ATL,DAL,-145,52.00,-2.50,27.25,2900,5.64,1.9,0.0,0.0,0.0,0.0,0.0
New Orleans Saints,D,NO,CAR,-368,43.50,-7.50,25.50,3800,7.34,1.9,0.0,0.0,0.0,0.0,0.0
Denver Broncos,D,DEN,BAL,350,45.50,9.00,18.25,2700,5.07,1.9,0.0,0.0,0.0,0.0,0.0
Calvin Ridley,WR,TEN,NE,-179,38.00,-3.50,20.75,5700,10.87,1.9,0.0,0.3,6.9,7.2,1.3
Green Bay Packers,D,GB,DET,144,48.00,3.50,22.25,2700,5.24,1.9,0.0,0.0,0.0,0.0,0.0
Christian Watson,WR,GB,DET,144,48.00,3.50,22.25,5000,9.44,1.9,0.0,0.3,5.0,5.3,1.1
Tank Dell,WR,HOU,NYJ,105,42.00,1.50,20.25,7300,13.23,1.8,0.0,1.0,6.8,7.8,1.1
Xavier Hutchinson,WR,HOU,NYJ,105,42.00,1.50,20.25,3900,6.83,1.8,0.0,0.4,3.9,4.3,1.1
Tyler Conklin,TE,NYJ,HOU,-125,42.00,-1.50,21.75,3600,6.37,1.8,0.0,0.0,3.9,3.9,1.1
Sam LaPorta,TE,DET,GB,-175,48.00,-3.50,25.75,4800,8.84,1.8,0.0,0.0,4.7,4.7,1.0
Keenan Allen,WR,CHI,ARI,100,44.50,1.00,21.75,5500,10.04,1.8,0.0,0.1,5.6,5.7,1.0
Hunter Henry,TE,NE,TEN,147,38.00,3.50,17.25,3900,6.97,1.8,0.0,0.0,4.4,4.4,1.1
Chigoziem Okonkwo,TE,TEN,NE,-179,38.00,-3.50,20.75,3000,5.33,1.8,0.0,0.1,3.1,3.2,1.1
Austin Ekeler,RB,WAS,NYG,-189,44.00,-3.50,23.75,5300,9.49,1.8,0.0,6.1,3.7,9.8,1.8
Greg Dortch,WR,ARI,CHI,-115,44.50,-1.00,22.75,3800,6.81,1.8,0.0,0.3,4.1,4.4,1.1
Demarcus Robinson,WR,LAR,SEA,-123,48.50,-1.50,25.00,4800,8.71,1.8,0.0,0.1,4.9,5.0,1.0
Tre Tucker,WR,LV,CIN,271,46.50,7.50,19.50,4300,7.61,1.8,0.0,0.6,4.4,5.0,1.2
Tyler Lockett,WR,SEA,LAR,103,48.50,1.50,23.50,5600,10.33,1.8,0.0,0.1,5.8,5.9,1.0
Sterling Shepard,WR,TB,KC,343,45.50,8.50,18.50,4100,7.25,1.8,0.0,0.0,4.6,4.6,1.1
Rachaad White,RB,TB,KC,343,45.50,8.50,18.50,5800,10.44,1.8,0.0,8.8,4.0,12.8,2.2
Jalen Tolbert,WR,DAL,ATL,121,52.00,2.50,24.75,5100,9.32,1.8,0.0,0.1,5.3,5.4,1.1
Xavier Legette,WR,CAR,NO,287,43.50,7.50,18.00,5300,9.26,1.8,0.0,0.2,6.1,6.3,1.2
Rashod Bateman,WR,BAL,DEN,-451,45.50,-9.00,27.25,4200,7.55,1.8,0.0,0.1,4.0,4.1,1.0
Noah Brown,WR,WAS,NYG,-189,44.00,-3.50,23.75,4000,7.21,1.8,0.0,0.1,3.9,4.0,1.0
Troy Franklin,WR,DEN,BAL,350,45.50,9.00,18.25,4000,7.15,1.8,0.0,0.1,4.8,4.9,1.2
Jordan Whittington,WR,LAR,SEA,-123,48.50,-1.50,25.00,4500,7.57,1.7,0.0,0.0,4.2,4.2,0.9
Chuba Hubbard,RB,CAR,NO,287,43.50,7.50,18.00,6500,11.09,1.7,0.0,13.0,2.8,15.8,2.4
Rico Dowdle,RB,DAL,ATL,121,52.00,2.50,24.75,6000,9.90,1.7,0.0,10.1,2.5,12.6,2.1
Romeo Doubs,WR,GB,DET,144,48.00,3.50,22.25,5700,9.66,1.7,0.0,0.1,5.6,5.7,1.0
Tim Patrick,WR,DET,GB,-175,48.00,-3.50,25.75,3500,6.02,1.7,0.0,0.1,3.3,3.4,1.0
Nick Westbrook-Ikhine,WR,TEN,NE,-179,38.00,-3.50,20.75,3500,5.88,1.7,0.0,0.2,3.6,3.8,1.1
Dontayvion Wicks,WR,GB,DET,144,48.00,3.50,22.25,5200,8.82,1.7,0.0,0.2,4.6,4.8,0.9
Olamide Zaccheaus,WR,WAS,NYG,-189,44.00,-3.50,23.75,3400,5.90,1.7,0.0,0.2,3.3,3.5,1.0
Gabe Davis,WR,JAX,PHI,277,45.50,7.50,19.00,5000,8.26,1.7,0.0,0.1,5.1,5.2,1.0
Kayshon Boutte,WR,NE,TEN,147,38.00,3.50,17.25,3700,6.38,1.7,0.0,0.2,4.1,4.3,1.2
Bucky Irving,RB,TB,KC,343,45.50,8.50,18.50,5700,9.43,1.7,0.0,9.3,2.8,12.1,2.1
Travis Etienne,RB,JAX,PHI,277,45.50,7.50,19.00,5900,10.07,1.7,0.0,9.1,3.8,12.9,2.2
Jalen Nailor,WR,MIN,IND,-240,46.50,-5.50,26.00,4300,6.73,1.6,0.0,0.0,4.0,4.0,0.9
Isaiah Likely,TE,BAL,DEN,-451,45.50,-9.00,27.25,4000,6.32,1.6,0.0,0.0,3.3,3.3,0.8
Xavier Worthy,WR,KC,TB,-448,45.50,-8.50,27.00,6300,10.34,1.6,0.0,0.2,5.2,5.4,0.9
Houston Texans,D,HOU,NYJ,105,42.00,1.50,20.25,3600,5.77,1.6,0.0,0.0,0.0,0.0,0.0
DJ Turner,WR,LV,CIN,271,46.50,7.50,19.50,3900,6.32,1.6,0.0,0.8,3.5,4.3,1.1
T.J. Hockenson,TE,MIN,IND,-240,46.50,-5.50,26.00,5200,8.22,1.6,0.0,0.0,4.6,4.6,0.9
Detroit Lions,D,DET,GB,-175,48.00,-3.50,25.75,3600,5.88,1.6,0.0,0.0,0.0,0.0,0.0
Odell Beckham,WR,MIA,BUF,221,49.50,6.00,21.75,3500,5.43,1.6,0.0,0.1,3.1,3.2,0.9
Lil'Jordan Humphrey,WR,DEN,BAL,350,45.50,9.00,18.25,3200,5.19,1.6,0.0,0.0,3.5,3.5,1.1
Diontae Johnson,WR,BAL,DEN,-451,45.50,-9.00,27.25,6300,10.01,1.6,0.0,0.1,6.8,6.9,1.1
Ja'Tavion Sanders,TE,CAR,NO,287,43.50,7.50,18.00,2900,4.57,1.6,0.0,0.0,2.8,2.8,1.0
Darius Slayton,WR,NYG,WAS,156,44.00,3.50,20.25,4800,7.70,1.6,0.0,0.1,4.4,4.5,0.9
Josh Whyle,TE,TEN,NE,-179,38.00,-3.50,20.75,2600,4.05,1.6,0.0,0.0,2.3,2.3,0.9
Zack Moss,RB,CIN,LV,-351,46.50,-7.50,27.00,5600,8.94,1.6,0.0,7.1,2.8,9.9,1.8
Raheem Mostert,RB,MIA,BUF,221,49.50,6.00,21.75,6000,9.29,1.6,0.0,9.8,1.8,11.6,1.9
Luke McCaffrey,WR,WAS,NYG,-189,44.00,-3.50,23.75,3300,4.78,1.5,0.0,0.2,2.7,2.9,0.9
Joshua Palmer,WR,LAC,CLE,-124,42.50,-1.50,22.00,4600,6.86,1.5,0.0,0.1,4.1,4.2,0.9
Tyler Allgeier,RB,ATL,DAL,-145,52.00,-2.50,27.25,4900,7.10,1.5,0.0,8.6,1.1,9.7,2.0
Andrei Iosivas,WR,CIN,LV,-351,46.50,-7.50,27.00,3900,5.78,1.5,0.0,0.1,3.1,3.2,0.8
Hayden Hurst,TE,LAC,CLE,-124,42.50,-1.50,22.00,2800,4.15,1.5,0.0,0.0,2.5,2.5,0.9
